,index,time,dayOfWeek,isWorkDay,sp#,win#,bldgI#,POI#,majVoted_actiLvl,muS,sdS,vaS,cvS,mxS,mnS,raS,c_raS,q1S,q2S,q3S,p95S,iqrS,c_iqrS,mad0S,mad1S,ES,rmsS,p2rmsS,rssS,snrS,skwS,kurS,muM,sdM,vaM,cvMM,mxM,mnM,raM,c_raM,q1M,q2M,q3M,p95M,iqrM,c_iqrM,mad0M,mad1M,EM,rmsM,p2rmsM,rssM,snrM,skwM,kurM,muC,sdC,vaC,cvC,mxC,mnC,raC,c_raC,q1C,q2C,q3C,p95C,iqrC,c_iqrC,mad0C,mad1C,EC,rmsC,p2rmsC,rssC,snrC,skwC,kurC,muH,sdH,vaH,cvH,mxH,mnH,raH,c_raH,q1H,q2H,q3H,p95H,iqrH,c_iqrH,mad0H,mad1H,EH,rmsH,p2rmsH,rssH,snrH,skwH,kurH,is_workday,day_of_week,epoch_number,hour,PID
10,11,1/10/2016 21:38,1,0,185,12,10,1,0,1.7,3.772709,14.233333,221.92406,11,0,11,1,0,0,0,11,0,,2.72,0,157,3.962323,2.77615,12.529964,#NAME?,1.842073,4.807681,14.1,6.436873,41.433333,45.651581,28,10,18,0.473684,10,12,13,28,3,0.130435,4.76,2,2361,15.365546,1.822259,48.590122,0.688794,1.471639,3.46096,1.760526,0.803708,0.645946,45.651581,3.49608,1.2486,2.24748,0.473684,1.2486,1.49832,1.62318,3.49608,0.37458,0.130435,0.594334,0.24972,36.808036,1.918542,1.822259,6.066963,0.688794,1.471639,3.46096,73,4.898979,24,6.710931,84,68,16,0.105263,69,72.5,75,84,6,0.041667,3.8,3.5,53506,73.147796,1.14836,231.31364,0.558655,1.045945,3.464506,1,6,2,21,26
11,14,1/10/2016 22:08,1,0,185,15,10,1,0,1.1,3.478505,12.1,316.227766,11,0,11,1,0,0,0,11,0,,1.98,0,121,3.478505,3.162278,11,#NAME?,2.666667,8.111111,12,4.944132,24.444444,41.201103,26,10,16,0.444444,10,10.5,11,26,1,0.047619,2.8,0.5,1660,12.884099,2.017991,40.743098,#NAME?,2.616554,7.954545,1.49832,0.617324,0.381089,41.201103,3.24636,1.2486,1.99776,0.444444,1.2486,1.31103,1.37346,3.24636,0.12486,0.047619,0.349608,0.06243,25.879433,1.608709,2.017991,5.087183,#NAME?,2.616554,7.954545,70.5,2.415229,5.833333,3.425857,73,66,7,0.05036,69,71,73,73,4,0.028169,2,2,49755,70.537224,1.034915,223.058288,#NAME?,-0.523723,2.110204,1,6,2,22,26
12,20,1/10/2016 23:08,1,0,185,21,10,1,0,2,3.741657,14,187.082869,11,0,11,1,0,0,3,11,3,1,2.8,0,166,4.07431,2.699844,12.884099,0.583855,1.650063,4.365079,14.7,6.912951,47.788889,47.026876,26,10,16,0.444444,10,11,24,26,14,0.411765,5.98,1,2591,16.096583,1.61525,50.901866,0.166644,0.880766,1.826078,1.835442,0.863151,0.74503,47.026876,3.24636,1.2486,1.99776,0.444444,1.2486,1.37346,2.99664,3.24636,1.74804,0.411765,0.746663,0.12486,40.393741,2.009819,1.61525,6.355607,0.166644,0.880766,1.826078,68.3,4.785394,22.9,7.006434,78,64,14,0.098592,66,66,69,78,3,0.022222,3.62,1,46855,68.450712,1.139506,216.460158,1.312851,1.285983,3.047219,1,6,2,23,26
13,21,1/10/2016 23:18,1,0,185,22,10,1,0,2.6,5.146736,26.488889,197.951375,16,0,16,1,0,0,5,16,5,1,3.64,0,306,5.531727,2.892406,17.492856,#NAME?,1.985125,5.740879,15,7.226494,52.222222,48.17663,28,10,18,0.473684,10,11,24,28,14,0.411765,6.2,1,2720,16.492423,1.697749,52.153619,#NAME?,0.938502,2.018198,1.8729,0.9023,0.814145,48.17663,3.49608,1.2486,2.24748,0.473684,1.2486,1.37346,2.99664,3.49608,1.74804,0.411765,0.774132,0.12486,42.404853,2.059244,1.697749,6.511901,#NAME?,0.938502,2.018198,68.3,5.229192,27.344444,7.65621,79,63,16,0.112676,65,66.5,73,79,8,0.057971,4.22,2,46895,68.479924,1.153623,216.552534,1.35479,0.980649,2.650587,1,6,2,23,26
14,22,1/10/2016 23:28,1,0,185,23,10,1,0,1.2,2.699794,7.288889,224.982853,8,0,8,1,0,0,0,8,0,,1.92,0,80,2.828427,2.828427,8.944272,#NAME?,1.919795,5.149911,13.8,5.432413,29.511111,39.365312,24,10,14,0.411765,11,11,13,24,2,0.083333,4.08,0.5,2170,14.73092,1.629226,46.583259,#NAME?,1.425651,3.143512,1.723068,0.678291,0.460079,39.365312,2.99664,1.2486,1.74804,0.411765,1.37346,1.37346,1.62318,2.99664,0.24972,0.083333,0.509429,0.06243,33.830343,1.839303,1.629226,5.816386,#NAME?,1.425651,3.143512,68.1,5.087021,25.877778,7.469927,77,59,18,0.132353,64,68.5,69,77,5,0.037594,3.5,2.5,46609,68.270784,1.127862,215.891176,-0.255053,0.018791,2.748878,1,6,2,23,26
15,23,1/10/2016 23:38,1,0,185,24,10,1,0,3.1,6.573516,43.211111,212.0489,17,0,17,1,0,0,0,17,0,,4.96,0,485,6.964194,2.441058,22.022716,-0.42699,1.543064,3.450385,14.7,6.566751,43.122222,44.671777,28,10,18,0.473684,11,12,13,28,2,0.083333,4.92,1,2549,15.965588,1.753772,50.487622,-0.283886,1.443709,3.237784,1.835442,0.819925,0.672276,44.671777,3.49608,1.2486,2.24748,0.473684,1.37346,1.49832,1.62318,3.49608,0.24972,0.083333,0.614311,0.12486,39.73896,1.993463,1.753772,6.303885,-0.283886,1.443709,3.237784,73.4,4.273952,18.266667,5.822823,80,66,14,0.09589,70,73.5,77,80,7,0.047619,3.4,3.5,54040,73.511904,1.088259,232.465051,0.189917,-0.200906,2.142345,1,6,2,23,26
16,25,1/11/2016 0:11,2,1,186,2,10,1,0,3,6.599663,43.555556,219.988776,19,0,19,1,0,0,0,19,0,,4.8,0,482,6.942622,2.736718,21.954498,#NAME?,1.789506,4.573615,13.4,6.65332,44.266667,49.651642,26,10,16,0.444444,10,10,11,26,1,0.047619,5.04,0,2194,14.812157,1.755315,46.840154,#NAME?,1.486198,3.230645,1.673124,0.830734,0.690118,49.651642,3.24636,1.2486,1.99776,0.444444,1.2486,1.2486,1.37346,3.24636,0.12486,0.047619,0.629294,0,34.204503,1.849446,1.755315,5.848462,#NAME?,1.486198,3.230645,58.4,4.221637,17.822222,7.228831,66,54,12,0.1,55,57,62,66,7,0.059829,3.48,2,34266,58.537168,1.127489,185.110778,#NAME?,0.70498,2.048787,1,0,3,0,26
17,26,1/11/2016 0:21,2,1,186,3,10,1,0,0.5,1.581139,2.5,316.227766,5,0,5,1,0,0,0,5,0,,0.9,0,25,1.581139,3.162278,5,#NAME?,2.666667,8.111111,12.1,4.201851,17.655556,34.726045,24,10,14,0.411765,11,11,11,24,0,0,2.38,0,1623,12.739702,1.883875,40.286474,#NAME?,2.616499,7.96165,1.510806,0.524643,0.27525,34.726045,2.99664,1.2486,1.74804,0.411765,1.37346,1.37346,1.37346,2.99664,0,0,0.297167,0,25.302602,1.590679,1.883875,5.030169,#NAME?,2.616499,7.96165,59.7,2.626785,6.9,4.399975,64,56,8,0.066667,58,59.5,62,64,4,0.033333,2.1,2,35703,59.751987,1.071094,188.952375,#NAME?,0.304745,1.934382,1,0,3,0,26
18,27,1/11/2016 0:31,2,1,186,4,10,1,0,0.7,2.213594,4.9,316.227766,7,0,7,1,0,0,0,7,0,,1.26,0,49,2.213594,3.162278,7,#NAME?,2.666667,8.111111,11.8,4.315347,18.622222,36.57074,24,10,14,0.411765,10,10.5,11,24,1,0.047619,2.44,0.5,1560,12.489996,1.921538,39.496835,#NAME?,2.600996,7.905896,1.473348,0.538814,0.290321,36.57074,2.99664,1.2486,1.74804,0.411765,1.2486,1.31103,1.37346,2.99664,0.12486,0.047619,0.304658,0.06243,24.320431,1.559501,1.921538,4.931575,#NAME?,2.600996,7.905896,59.9,2.685351,7.211111,4.483057,66,57,9,0.073171,58,60,61,66,3,0.02521,1.92,1.5,35945,59.954149,1.100841,189.591666,#NAME?,1.019017,3.695378,1,0,3,0,26
19,28,1/11/2016 0:41,2,1,186,5,10,1,0,1.2,3.794733,14.4,316.227766,12,0,12,1,0,0,0,12,0,,2.16,0,144,3.794733,3.162278,12,#NAME?,2.666667,8.111111,12.1,4.909175,24.1,40.571695,26,10,16,0.444444,10,11,11,26,1,0.047619,2.78,0.5,1681,12.965338,2.005347,41,#NAME?,2.615353,7.952967,1.510806,0.61296,0.375719,40.571695,3.24636,1.2486,1.99776,0.444444,1.2486,1.37346,1.37346,3.24636,0.12486,0.047619,0.347111,0.06243,26.206823,1.618852,2.005347,5.11926,#NAME?,2.615353,7.952967,64.5,4.503085,20.277778,6.981528,73,57,16,0.123077,63,64,67,73,4,0.030769,3.2,2.5,41785,64.641318,1.129309,204.413796,1.243712,0.107742,2.851905,1,0,3,0,26
20,29,1/11/2016 0:51,2,1,186,6,10,1,0,0.8,2.529822,6.4,316.227766,8,0,8,1,0,0,0,8,0,,1.44,0,64,2.529822,3.162278,8,#NAME?,2.666667,8.111111,12.1,4.280446,18.322222,35.375591,24,10,14,0.411765,10,11,11,24,1,0.047619,2.56,1,1629,12.763228,1.880402,40.360872,0.439037,2.454392,7.405741,1.510806,0.534457,0.285644,35.375591,2.99664,1.2486,1.74804,0.411765,1.2486,1.37346,1.37346,2.99664,0.12486,0.047619,0.319642,0.12486,25.396142,1.593617,1.880402,5.039458,0.439037,2.454392,7.405741,67.3,4.522782,20.455556,6.72033,76,62,14,0.101449,64,65.5,71,76,7,0.051852,3.62,1.5,45477,67.436637,1.126984,213.25337,0.782512,0.819126,2.377217,1,0,3,0,26
21,30,1/11/2016 1:01,2,1,186,7,10,1,0,1.4,4.427189,19.6,316.227766,14,0,14,1,0,0,0,14,0,,2.52,0,196,4.427189,3.162278,14,0.793243,2.666667,8.111111,12.1,4.909175,24.1,40.571695,26,10,16,0.444444,10,11,11,26,1,0.047619,2.78,0.5,1681,12.965338,2.005347,41,1.406835,2.615353,7.952967,1.510806,0.61296,0.375719,40.571695,3.24636,1.2486,1.99776,0.444444,1.2486,1.37346,1.37346,3.24636,0.12486,0.047619,0.347111,0.06243,26.206823,1.618852,2.005347,5.11926,1.406835,2.615353,7.952967,61.3,3.591657,12.9,5.859147,69,58,11,0.086614,59,59.5,64,69,5,0.04065,2.96,1.5,37693,61.394625,1.123877,194.146852,-0.167557,0.986469,2.93336,1,0,3,1,26
22,31,1/11/2016 1:11,2,1,186,8,10,1,0,11.3,13.433375,180.455556,118.879422,32,0,32,1,0,3.5,24,32,24,1,12.16,3.5,2901,17.032322,1.878781,53.860932,0.399402,0.42754,1.380722,20.6,10.373042,107.6,50.354573,36,10,26,0.565217,11,18.5,30,36,19,0.463415,9.4,8,5212,22.829805,1.576886,72.194183,0.204422,0.222956,1.338407,2.572116,1.295178,1.677486,50.354573,4.49496,1.2486,3.24636,0.565217,1.37346,2.30991,3.7458,4.49496,2.37234,0.463415,1.173684,0.99888,81.255182,2.850529,1.576886,9.014166,0.204422,0.222956,1.338407,70.2,13.546627,183.511111,19.29719,92,55,37,0.251701,60,63.5,84,92,24,0.166667,12.04,6.5,50932,71.366659,1.289117,225.681191,0.251564,0.465618,1.56337,1,0,3,1,26
23,32,1/11/2016 1:21,2,1,186,9,10,1,0,1.4,4.427189,19.6,316.227766,14,0,14,1,0,0,0,14,0,,2.52,0,196,4.427189,3.162278,14,0.793243,2.666667,8.111111,11.9,4.976612,24.766667,41.820269,26,10,16,0.444444,10,10,11,26,1,0.047619,2.82,0,1639,12.802344,2.030878,40.484565,0.819149,2.622558,7.971429,1.485834,0.62138,0.386113,41.820269,3.24636,1.2486,1.99776,0.444444,1.2486,1.2486,1.37346,3.24636,0.12486,0.047619,0.352105,0,25.552042,1.598501,2.030878,5.054903,0.819149,2.622558,7.971429,60.7,2.162817,4.677778,3.563125,64,58,6,0.04918,59,60.5,62,64,3,0.024793,1.7,1.5,36887,60.734669,1.053764,192.059886,#NAME?,0.33757,2.003921,1,0,3,1,26
24,34,1/11/2016 10:34,2,1,187,1,10,1,0,13.3,15.542415,241.566667,116.860264,43,0,43,1,0,9,25,43,25,1,13.3,9,3943,19.856989,2.165484,62.793312,0.192445,0.60836,2.118832,22.5,12.825755,164.5,57.003357,42,10,32,0.615385,11,19.5,36,42,25,0.531915,11.5,9.5,6543,25.579288,1.641953,80.888813,0.39744,0.277283,1.397374,2.80935,1.601424,2.564558,57.003357,5.24412,1.2486,3.99552,0.615385,1.37346,2.43477,4.49496,5.24412,3.1215,0.531915,1.43589,1.18617,102.005498,3.19383,1.641953,10.099777,0.39744,0.277283,1.397374,78.6,17.608079,310.044444,22.402136,109,60,49,0.289941,63,75.5,92,109,29,0.187097,13.92,12.5,64570,80.35546,1.356473,254.106277,#NAME?,0.648824,2.02322,1,0,1,10,26
25,35,1/11/2016 10:54,2,1,187,3,10,1,2,15.4,17.988885,323.6,116.810945,62,0,62,1,6,9,17,62,11,0.478261,11.96,4,5284,22.986953,2.697182,72.691127,#NAME?,1.928009,5.684006,46.9,4.863698,23.655556,10.370358,54,40,14,0.148936,44,46,52,54,8,0.083333,3.86,3,22209,47.126426,1.145854,149.026843,#NAME?,0.37551,1.916714,5.855934,0.607281,0.368791,10.370358,6.74244,4.9944,1.74804,0.148936,5.49384,5.74356,6.49272,6.74244,0.99888,0.083333,0.48196,0.37458,346.238745,5.884206,1.145854,18.607492,#NAME?,0.37551,1.916714,110.3,4.217688,17.788889,3.823833,117,104,13,0.058824,107,110,114,117,7,0.031674,3.16,3.5,121821,110.372551,1.060046,349.028652,#NAME?,0.03222,2.018452,1,0,1,10,26
26,36,1/11/2016 11:04,2,1,187,4,10,1,1,7.5,11.683321,136.5,155.777619,33,0,33,1,0,0,13,33,13,1,9.1,0,1791,13.382825,2.465847,42.320208,-0.04445,1.267955,3.226383,36.2,12.708702,161.511111,35.106912,46,13,33,0.559322,35,40.5,45,46,10,0.125,9.52,5,14558,38.154947,1.20561,120.656537,#NAME?,-1.241071,2.879162,4.519932,1.586809,2.517961,35.106912,5.74356,1.62318,4.12038,0.559322,4.3701,5.05683,5.6187,5.74356,1.2486,0.125,1.188667,0.6243,226.959505,4.764027,1.20561,15.065175,#NAME?,-1.241071,2.879162,98.9,15.722949,247.211111,15.897825,115,70,45,0.243243,82,105,110,115,28,0.145833,13.14,5,100037,100.018498,1.149787,316.286263,#NAME?,-0.853336,2.115834,1,0,1,11,26
27,37,1/11/2016 11:14,2,1,187,5,10,1,1,13.7,18.123343,328.455556,132.287174,47,0,47,1,0,7.5,19,47,19,1,13.98,7.5,4833,21.984085,2.13791,69.519781,1.08329,1.119008,2.672287,34.4,9.991107,99.822222,29.043916,48,13,35,0.57377,33,36,41,48,8,0.108108,6.92,4,12732,35.681928,1.345219,112.836164,0.681558,-0.849135,3.296332,4.295184,1.24749,1.55623,29.043916,5.99328,1.62318,4.3701,0.57377,4.12038,4.49496,5.11926,5.99328,0.99888,0.108108,0.864031,0.49944,198.49213,4.455246,1.345219,14.088723,0.681558,-0.849135,3.296332,95.7,15.420405,237.788889,16.113276,110,71,39,0.21547,78,102,108,110,30,0.16129,12.82,7,93725,96.811673,1.136227,306.14539,#NAME?,-0.687711,1.775152,1,0,1,11,26
28,38,1/11/2016 11:24,2,1,187,6,10,1,1,42.6,36.679392,1345.377778,86.101859,107,0,107,1,0,45,53,107,53,1,28,27,30256,55.005454,1.945262,173.942519,#NAME?,0.325892,2.165355,47.5,12.997863,168.944444,27.363922,68,34,34,0.333333,35,42.5,58,68,23,0.247312,11.2,8,24083,49.074433,1.38565,155.186984,#NAME?,0.494585,1.707791,5.93085,1.622913,2.633847,27.363922,8.49048,4.24524,4.24524,0.333333,4.3701,5.30655,7.24188,8.49048,2.87178,0.247312,1.398432,0.99888,375.454442,6.127434,1.38565,19.376647,#NAME?,0.494585,1.707791,105.6,13.508845,182.488889,12.792467,120,81,39,0.19403,99,107,118,120,19,0.087558,10.6,9.5,113156,106.374809,1.128087,336.386682,0.544672,-0.639407,2.204554,1,0,1,11,26
29,39,1/11/2016 11:34,2,1,187,7,10,1,2,16.4,19.033304,362.266667,116.056733,51,0,51,1,6,6.5,34,51,28,0.7,15.96,5,5950,24.392622,2.090796,77.136243,0.89045,0.927592,2.162405,40,11.803954,139.333333,29.509885,54,13,41,0.61194,33,42,48,54,15,0.185185,8.4,7,17254,41.537934,1.300016,131.354482,#NAME?,-1.139536,3.76468,4.9944,1.473842,2.172209,29.509885,6.74244,1.62318,5.11926,0.61194,4.12038,5.24412,5.99328,6.74244,1.8729,0.185185,1.048824,0.87402,268.990198,5.186426,1.300016,16.400921,#NAME?,-1.139536,3.76468,102.7,8.882567,78.9,8.649043,114,91,23,0.112195,91,104,111,114,20,0.09901,7.16,7,106183,103.045136,1.106311,325.857331,#NAME?,-0.343867,1.642669,1,0,1,11,26
30,40,1/11/2016 13:55,2,1,192,1,10,1,3,37,39.67927,1574.444444,107.241269,115,0,115,1,12,17,65,115,53,0.688312,32,14,27860,52.782573,2.178749,166.913151,#NAME?,0.986396,2.491996,63.7,18.233364,332.455556,28.623805,76,13,63,0.707865,66,67,74,76,8,0.057143,10.14,1,43569,66.006818,1.151396,208.731885,#NAME?,-2.43583,7.431994,7.953582,2.276618,5.182989,28.623805,9.48936,1.62318,7.86618,0.707865,8.24076,8.36562,9.23964,9.48936,0.99888,0.057143,1.26608,0.12486,679.241564,8.241611,1.151396,26.062263,#NAME?,-2.43583,7.431994,120,18.589125,345.555556,15.490937,131,76,55,0.2657,127,127.5,129,131,2,0.007812,13.6,1,147110,121.288911,1.080066,383.549215,#NAME?,-1.705957,4.271161,1,0,1,13,26
31,41,1/11/2016 14:05,2,1,192,2,10,1,1,14.8,19.065967,363.511111,128.824104,59,0,59,1,0,9,19,59,19,1,13.92,9,5462,23.370922,2.524505,73.905345,0.213718,1.428317,3.904648,34.9,15.60235,243.433333,44.705875,52,11,41,0.650794,24,38,49,52,25,0.342466,13.3,12,14371,37.909102,1.371702,119.879106,#NAME?,-0.379405,1.636873,4.357614,1.948109,3.79513,44.705875,6.49272,1.37346,5.11926,0.650794,2.99664,4.74468,6.11814,6.49272,3.1215,0.342466,1.660638,1.49832,224.044172,4.73333,1.371702,14.968105,#NAME?,-0.379405,1.636873,94.4,19.772034,390.933333,20.944951,118,69,49,0.262032,76,93.5,115,118,39,0.204188,17,19.5,92632,96.245519,1.226031,304.355056,#NAME?,0.019445,1.372242,1,0,1,14,26
