,index,time,dayOfWeek,isWorkDay,sp#,win#,bldgI#,POI#,majVoted_actiLvl,muS,sdS,vaS,cvS,mxS,mnS,raS,c_raS,q1S,q2S,q3S,p95S,iqrS,c_iqrS,mad0S,mad1S,ES,rmsS,p2rmsS,rssS,snrS,skwS,kurS,muM,sdM,vaM,cvMM,mxM,mnM,raM,c_raM,q1M,q2M,q3M,p95M,iqrM,c_iqrM,mad0M,mad1M,EM,rmsM,p2rmsM,rssM,snrM,skwM,kurM,muC,sdC,vaC,cvC,mxC,mnC,raC,c_raC,q1C,q2C,q3C,p95C,iqrC,c_iqrC,mad0C,mad1C,EC,rmsC,p2rmsC,rssC,snrC,skwC,kurC,muH,sdH,vaH,cvH,mxH,mnH,raH,c_raH,q1H,q2H,q3H,p95H,iqrH,c_iqrH,mad0H,mad1H,EH,rmsH,p2rmsH,rssH,snrH,skwH,kurH,is_workday,day_of_week,epoch_number,hour,PID
1801,2659,2/24/2016 12:11,4,1,552,12,43,2,0,1.7,5.375872,28.9,316.227766,17,0,17,1,0,0,0,17,0,,3.06,0,289,5.375872,3.162278,17,#NAME?,2.666667,8.111111,14.8,6.762642,45.733333,45.69353,34,12,22,0.478261,12,13,13,34,1,0.04,3.84,0,2602,16.130716,2.10778,51.009803,#NAME?,2.642154,8.036076,1.847928,0.844384,0.712984,45.69353,4.24524,1.49832,2.74692,0.478261,1.49832,1.62318,1.62318,4.24524,0.12486,0.04,0.479462,0,40.565231,2.014081,2.10778,6.369084,#NAME?,2.642154,8.036076,94.3,2.496664,6.233333,2.647576,100,92,8,0.041667,93,93.5,95,100,2,0.010638,1.82,1,88981,94.329741,1.060111,298.296832,0.405044,1.311305,3.728817,0,2,1,12,26
1802,2660,2/24/2016 12:33,4,1,553,1,95,4,0,5.7,8.743887,76.455556,153.401522,23,0,23,1,0,0,12,23,12,1,7.18,0,1013,10.06479,2.285194,31.827661,1.438492,1.081404,2.542452,20.3,10.285373,105.788889,50.66686,40,12,28,0.538462,13,13,28,40,15,0.365854,8.96,0.5,5073,22.523321,1.775937,71.224996,1.435902,0.793509,2.127631,2.534658,1.284232,1.649251,50.66686,4.9944,1.49832,3.49608,0.538462,1.62318,1.62318,3.49608,4.9944,1.8729,0.365854,1.118746,0.06243,79.088169,2.812262,1.775937,8.893153,1.435902,0.793509,2.127631,91.4,11.296017,127.6,12.358881,112,79,33,0.172775,80,90.5,101,112,21,0.116022,8.88,10.5,84688,92.026083,1.217046,291.012027,1.458883,0.516248,2.079203,0,2,1,12,26
1803,2661,2/24/2016 12:43,4,1,553,2,95,4,2,11.8,11.419282,130.4,96.773576,33,0,33,1,2,9,20,33,18,0.818182,9.6,9,2566,16.018739,2.060087,50.655701,0.292742,0.51819,2.011061,46.9,2.766867,7.655556,5.899504,50,42,8,0.086957,44,48,49,50,5,0.053763,2.32,2,22065,46.973397,1.064432,148.542923,#NAME?,-0.521525,1.953015,5.855934,0.345471,0.11935,5.899504,6.243,5.24412,0.99888,0.086957,5.49384,5.99328,6.11814,6.243,0.6243,0.053763,0.289675,0.24972,343.993782,5.865098,1.064432,18.547069,#NAME?,-0.521525,1.953015,115,3.711843,13.777778,3.227689,120,110,10,0.043478,111,115,119,120,8,0.034783,3.2,4,132374,115.0539,1.042989,363.832379,#NAME?,0,1.501041,0,2,1,12,26
1804,2664,2/24/2016 13:13,4,1,553,5,95,4,0,2.4,3.949684,15.6,164.570147,9,0,9,1,0,0,6,9,6,1,3.36,0,198,4.449719,2.0226,14.071247,1.344649,0.997722,2.128205,16.4,6.686637,44.711111,40.772175,26,10,16,0.444444,12,13,26,26,14,0.368421,5.76,1,3092,17.584084,1.47861,55.605755,1.015102,0.808768,1.756501,2.047704,0.834893,0.697047,40.772175,3.24636,1.2486,1.99776,0.444444,1.49832,1.62318,3.24636,3.24636,1.74804,0.368421,0.719194,0.12486,48.204341,2.195549,1.47861,6.942935,1.015102,0.808768,1.756501,81,2.44949,6,3.024061,84,77,7,0.043478,78,82,83,84,5,0.031056,2,1,65664,81.033326,1.036611,256.249878,-1.720091,-0.573775,1.831276,0,2,1,13,26
1805,2665,2/24/2016 13:23,4,1,553,6,95,4,0,0.9,2.84605,8.1,316.227766,9,0,9,1,0,0,0,9,0,,1.62,0,81,2.84605,3.162278,9,#NAME?,2.666667,8.111111,13.3,3.860052,14.9,29.022946,24,11,13,0.371429,11,12.5,13,24,2,0.083333,2.14,0.5,1903,13.794927,1.73977,43.623388,#NAME?,2.411144,7.33904,1.660638,0.481966,0.232291,29.022946,2.99664,1.37346,1.62318,0.371429,1.37346,1.56075,1.62318,2.99664,0.24972,0.083333,0.2672,0.06243,29.667807,1.722435,1.73977,5.446816,#NAME?,2.411144,7.33904,75.7,5.869885,34.455556,7.754142,84,68,16,0.105263,70,76,80,84,10,0.066667,5.1,5,57615,75.904545,1.106653,240.031248,0.952702,0.052327,1.544882,0,2,1,13,26
1806,2666,2/24/2016 13:33,4,1,553,7,95,4,0,19.5,37.497407,1406.055556,192.294397,114,0,114,1,0,0,15,114,15,1,26.2,0,16457,40.567228,2.81015,128.284839,#NAME?,1.881768,5.145636,22.3,17.913682,320.9,80.330412,64,10,54,0.72973,11,11,28,64,17,0.435897,13.76,0.5,7861,28.037475,2.282659,88.662281,#NAME?,1.410254,3.869437,2.784378,2.236702,5.002837,80.330412,7.99104,1.2486,6.74244,0.72973,1.37346,1.37346,3.49608,7.99104,2.12262,0.435897,1.718074,0.06243,122.553144,3.500759,2.282659,11.070372,#NAME?,1.410254,3.869437,80,17.782638,316.222222,22.228298,117,65,52,0.285714,66,73,90,117,24,0.153846,14,7,66846,81.759403,1.431028,258.545934,#NAME?,1.098969,2.856029,0,2,1,13,26
1807,2667,2/24/2016 15:37,4,1,558,1,57,2,0,1,3.162278,10,316.227766,10,0,10,1,0,0,0,10,0,,1.8,0,100,3.162278,3.162278,10,#NAME?,2.666667,8.111111,13.5,5.169354,26.722222,38.291512,28,10,18,0.473684,12,12,13,28,1,0.04,2.9,0.5,2063,14.363147,1.949433,45.42026,#NAME?,2.520707,7.679708,1.68561,0.645446,0.4166,38.291512,3.49608,1.2486,2.24748,0.473684,1.49832,1.49832,1.62318,3.49608,0.12486,0.04,0.362094,0.06243,32.16221,1.793383,1.949433,5.671174,#NAME?,2.520707,7.679708,80.3,2.451757,6.011111,3.053246,84,75,9,0.056604,79,80,82,84,3,0.018634,1.76,1.5,64535,80.333679,1.045639,254.037399,0.811191,-0.69902,3.441484,0,2,1,15,26
1808,2668,2/24/2016 15:47,4,1,558,2,57,2,1,8.1,12.52065,156.766667,154.575921,39,0,39,1,0,2.5,14,39,14,1,9.14,2.5,2067,14.377065,2.712654,45.464272,0.519028,1.653915,4.726037,26.2,12.576875,158.177778,48.003339,46,12,34,0.586207,13,30,33,46,20,0.434783,10.76,13,8288,28.788887,1.597839,91.038453,0.999288,0.078758,1.609129,3.271332,1.570349,2.465995,48.003339,5.74356,1.49832,4.24524,0.586207,1.62318,3.7458,4.12038,5.74356,2.4972,0.434783,1.343494,1.62318,129.210082,3.59458,1.597839,11.367061,0.999288,0.078758,1.609129,93.4,10.308572,106.266667,11.037016,109,82,27,0.141361,84,91,104,109,20,0.106383,8.68,8,88192,93.910596,1.160678,296.971379,-0.109766,0.369038,1.635823,0,2,1,15,26
1809,2669,2/24/2016 15:57,4,1,558,3,57,2,1,6.8,10.315038,106.4,151.691729,33,0,33,1,0,3.5,9,33,9,1,7.12,3.5,1420,11.916375,2.769298,37.682887,#NAME?,1.812936,5.267353,30,11.981467,143.555556,39.938224,42,13,29,0.527273,13,36,38,42,25,0.490196,10.2,3.5,10292,32.081147,1.30918,101.449495,#NAME?,-0.737045,1.733483,3.7458,1.496006,2.238034,39.938224,5.24412,1.62318,3.62094,0.527273,1.62318,4.49496,4.74468,5.24412,3.1215,0.490196,1.273572,0.43701,160.452482,4.005652,1.30918,12.666984,#NAME?,-0.737045,1.733483,102.6,7.862711,61.822222,7.663461,116,90,26,0.126214,97,103.5,107,116,10,0.04902,5.88,4.5,105824,102.870793,1.127628,325.30601,#NAME?,-0.137744,2.365937,0,2,1,15,26
1810,2670,2/24/2016 16:07,4,1,558,4,57,2,0,1.2,2.699794,7.288889,224.982853,8,0,8,1,0,0,0,8,0,,1.92,0,80,2.828427,2.828427,8.944272,0.009205,1.919795,5.149911,23.5,14.112642,199.166667,60.053796,48,12,36,0.6,13,14,34,48,21,0.446809,12.4,1.5,7315,27.046257,1.774737,85.527773,1.427329,0.705662,1.84105,2.93421,1.762104,3.105012,60.053796,5.99328,1.49832,4.49496,0.6,1.62318,1.74804,4.24524,5.99328,2.62206,0.446809,1.548264,0.18729,114.040993,3.376996,1.774737,10.678998,1.427329,0.705662,1.84105,98.3,9.510813,90.455556,9.675293,116,78,38,0.195876,96,98.5,100,116,4,0.020408,5.7,2,97443,98.713221,1.175121,312.158614,-0.363818,-0.333808,4.10203,0,2,1,16,26
1811,2671,2/24/2016 16:17,4,1,558,5,57,2,0,3.2,5.996295,35.955556,187.384224,17,0,17,1,0,0,4,17,4,1,4.48,0,426,6.526868,2.604619,20.639767,0.577531,1.561125,3.886984,17.2,7.539525,56.844444,43.83445,30,11,19,0.463415,13,13,26,30,13,0.333333,6.48,0.5,3470,18.627936,1.610484,58.906706,0.658159,0.898799,1.918357,2.147592,0.941385,0.886206,43.83445,3.7458,1.37346,2.37234,0.463415,1.62318,1.62318,3.24636,3.7458,1.62318,0.333333,0.809093,0.06243,54.097368,2.325884,1.610484,7.355091,0.658159,0.898799,1.918357,87,9.285592,86.222222,10.673094,105,73,32,0.179775,83,85.5,93,105,10,0.056818,7,6.5,76466,87.44484,1.200757,276.524863,#NAME?,0.330902,2.696952,0,2,1,16,26
1812,2672,2/24/2016 16:27,4,1,558,6,57,2,1,3.444444,4.362084,19.027778,126.641152,9,0,9,1,0,0,9,9,9,1,3.82716,0,259,5.364492,1.677698,16.093477,3.536937,0.495578,1.383382,34.777778,13.414337,179.944444,38.571577,52,11,41,0.650794,30,40,41.25,52,11.25,0.157895,9.679012,5,12325,37.006006,1.405177,111.018017,#NAME?,-0.800613,2.491941,4.342353,1.674914,2.805337,38.571577,6.49272,1.37346,5.11926,0.650794,3.7458,4.9944,5.150475,6.49272,1.404675,0.157895,1.208521,0.6243,192.146992,4.62057,1.405177,13.86171,#NAME?,-0.800613,2.491941,110.111111,6.716481,45.111111,6.09973,120,99,21,0.09589,106,109,117,120,11,0.049327,5.259259,3,109481,110.293044,1.088011,330.879132,#NAME?,0.034434,2.071376,0,2,1,16,26
1813,2673,2/24/2016 16:37,4,1,558,7,57,2,1,10.5,11.587829,134.277778,110.360275,34,0,34,1,0,9.5,17,34,17,1,9.1,9.5,2311,15.201974,2.236552,48.072861,0.535607,0.793285,2.601622,43.2,16.212478,262.844444,37.528884,56,13,43,0.623188,44,50,52,56,8,0.083333,12.08,2.5,21028,45.856297,1.221206,145.010344,#NAME?,-1.370417,3.068413,5.393952,2.02429,4.09775,37.528884,6.99216,1.62318,5.36898,0.623188,5.49384,6.243,6.49272,6.99216,0.99888,0.083333,1.508309,0.31215,327.826932,5.725617,1.221206,18.105992,#NAME?,-1.370417,3.068413,108,17.448336,304.444444,16.155867,124,77,47,0.233831,93,118,120,124,27,0.126761,14.6,5.5,119380,109.261155,1.134896,345.51411,#NAME?,-0.806966,2.040178,0,2,1,16,26
1814,2674,2/24/2016 16:47,4,1,558,8,57,2,0,6.7,9.821179,96.455556,146.58476,26,0,26,1,0,0,10,26,10,1,8.04,0,1317,11.476062,2.265586,36.290495,#NAME?,1.03614,2.559626,21.5,11.30634,127.833333,52.58763,42,12,30,0.555556,13,14,32,42,19,0.422222,10,1.5,5773,24.027068,1.748029,75.980261,#NAME?,0.681662,1.856794,2.68449,1.41171,1.992924,52.58763,5.24412,1.49832,3.7458,0.555556,1.62318,1.74804,3.99552,5.24412,2.37234,0.422222,1.2486,0.18729,90.001183,3.00002,1.748029,9.486895,#NAME?,0.681662,1.856794,90,9.285592,86.222222,10.317325,106,80,26,0.139785,82,88,95,106,13,0.073446,7.2,6.5,81776,90.430083,1.172176,285.965033,0.619253,0.771521,2.287238,0,2,1,16,26
1815,2675,2/24/2016 16:57,4,1,558,9,57,2,0,6.5,10.926522,119.388889,168.100343,26,0,26,1,0,0,14,26,14,1,9.1,0,1497,12.235195,2.125017,38.691084,0.540691,1.099473,2.402534,18.3,9.06826,82.233333,49.553331,34,12,22,0.478261,13,13,30,34,17,0.395349,7.82,0.5,4089,20.221276,1.681397,63.945289,#NAME?,0.915444,1.922981,2.284938,1.132263,1.282019,49.553331,4.24524,1.49832,2.74692,0.478261,1.62318,1.62318,3.7458,4.24524,2.12262,0.395349,0.976405,0.06243,63.74759,2.524829,1.681397,7.984209,#NAME?,0.915444,1.922981,82.7,4.191261,17.566667,5.06803,91,78,13,0.076923,80,81.5,84,91,4,0.02439,3.24,2.5,68551,82.795531,1.099093,261.822459,#NAME?,0.775587,2.63511,0,2,1,16,26
1816,2676,2/24/2016 17:07,4,1,558,10,57,2,0,1.3,2.983287,8.9,229.483598,9,0,9,1,0,0,0,9,0,,2.08,0,97,3.114482,2.889726,9.848858,1.076063,2.023127,5.597399,21.4,9.628661,92.711111,44.993743,33,12,21,0.466667,13,19.5,33,33,20,0.434783,8.8,7,5414,23.268004,1.418257,73.579889,#NAME?,0.188678,1.231872,2.672004,1.202235,1.445368,44.993743,4.12038,1.49832,2.62206,0.466667,1.62318,2.43477,4.12038,4.12038,2.4972,0.434783,1.098768,0.87402,84.404366,2.905243,1.418257,9.187185,#NAME?,0.188678,1.231872,95.7,10.708771,114.677778,11.189938,108,77,31,0.167568,87,98,107,108,20,0.103093,8.96,9,92617,96.237726,1.122221,304.330413,#NAME?,-0.361442,1.873245,0,2,1,17,26
1817,2677,2/24/2016 17:41,4,1,559,1,43,2,0,15.4,30.808368,949.155556,200.054339,99,0,99,1,0,3.5,10,99,10,1,19.64,3.5,10914,33.036344,2.9967,104.470091,#NAME?,2.274874,6.73966,24.2,14.965145,223.955556,61.839441,58,12,46,0.657143,13,19.5,28,58,15,0.365854,11.4,7,7872,28.057085,2.067214,88.724292,#NAME?,1.185447,3.512389,3.021612,1.868548,3.491472,61.839441,7.24188,1.49832,5.74356,0.657143,1.62318,2.43477,3.49608,7.24188,1.8729,0.365854,1.423404,0.87402,122.724634,3.503208,2.067214,11.078115,#NAME?,1.185447,3.512389,86.7,4.595892,21.122222,5.300913,97,82,15,0.083799,84,84.5,90,97,6,0.034483,3.64,2,75359,86.809562,1.117388,274.515938,#NAME?,1.144195,3.414216,0,2,1,17,26
1818,2678,2/24/2016 17:51,4,1,559,2,43,2,0,2.6,5.966574,35.6,229.483598,18,0,18,1,0,0,0,18,0,,4.16,0,388,6.228965,2.889726,19.697716,#NAME?,2.023127,5.597399,15,8.041559,64.666667,53.610391,32,10,22,0.52381,10,11.5,13,32,3,0.130435,6,1.5,2832,16.828547,1.901531,53.216539,#NAME?,1.478373,3.382754,1.8729,1.004069,1.008155,53.610391,3.99552,1.2486,2.74692,0.52381,1.2486,1.43589,1.62318,3.99552,0.37458,0.130435,0.74916,0.18729,44.150936,2.101212,1.901531,6.644617,#NAME?,1.478373,3.382754,76,5.249339,27.555556,6.907024,85,70,15,0.096774,72,74.5,81,85,9,0.058824,4.4,3.5,58008,76.162983,1.116028,240.8485,0.826179,0.471244,1.790453,0,2,1,17,26
1819,2679,2/24/2016 18:01,4,1,559,3,43,2,0,0.4,1.264911,1.6,316.227766,4,0,4,1,0,0,0,4,0,,0.72,0,16,1.264911,3.162278,4,#NAME?,2.666667,8.111111,13.5,3.807887,14.5,28.206567,24,11,13,0.371429,11,13,13,24,2,0.083333,2.1,0,1953,13.974978,1.717355,44.19276,#NAME?,2.354546,7.206368,1.68561,0.475453,0.226055,28.206567,2.99664,1.37346,1.62318,0.371429,1.37346,1.62318,1.62318,2.99664,0.24972,0.083333,0.262206,0,30.447308,1.744916,1.717355,5.517908,#NAME?,2.354546,7.206368,79,4.784233,22.888889,6.055992,89,74,15,0.092025,75,79,82,89,7,0.044586,3.8,3.5,62616,79.130272,1.124728,250.231892,#NAME?,0.731569,2.81412,0,2,2,18,26
1820,2680,2/24/2016 18:11,4,1,559,4,43,2,0,2.2,3.552777,12.622222,161.48985,8,0,8,1,0,0,7,8,7,1,3.08,0,162,4.024922,1.987616,12.727922,0.704064,0.892594,1.826671,16.9,6.789698,46.1,40.175728,28,11,17,0.435897,13,13,26,28,13,0.333333,5.86,0,3271,18.085906,1.548167,57.192657,0.6378,0.865666,1.829623,2.110134,0.847762,0.7187,40.175728,3.49608,1.37346,2.12262,0.435897,1.62318,1.62318,3.24636,3.49608,1.62318,0.333333,0.73168,0,50.994954,2.258206,1.548167,7.141075,0.6378,0.865666,1.829623,80.3,3.465705,12.011111,4.315946,87,76,11,0.067485,78,79.5,83,87,5,0.031056,2.76,2,64589,80.367282,1.08253,254.14366,0.415327,0.645551,2.374901,0,2,2,18,26
1821,2681,2/24/2016 18:21,4,1,559,5,43,2,0,6.3,11.728882,137.566667,186.172726,31,0,31,1,0,0,7,31,7,1,8.82,0,1635,12.786712,2.424392,40.435133,#NAME?,1.44149,3.297821,19.4,8.771165,76.933333,45.21219,32,12,20,0.454545,12,14,30,32,18,0.428571,7.88,2,4456,21.10924,1.515924,66.753277,#NAME?,0.524947,1.441538,2.422284,1.095168,1.199392,45.21219,3.99552,1.49832,2.4972,0.454545,1.49832,1.74804,3.7458,3.99552,2.24748,0.428571,0.983897,0.24972,69.469127,2.6357,1.515924,8.334814,#NAME?,0.524947,1.441538,87.1,10.566719,111.655556,12.13171,104,72,32,0.181818,79,85.5,96,104,17,0.097143,8.52,7.5,76869,87.674968,1.186199,277.252592,#NAME?,0.297761,1.914719,0,2,2,18,26
1822,2682,2/24/2016 18:31,4,1,559,6,43,2,0,21.4,29.788887,887.377778,139.200406,85,0,85,1,0,5.5,40,85,40,1,23.48,5.5,12566,35.448554,2.397841,112.098171,#NAME?,1.129786,2.974937,25.1,16.828877,283.211111,67.04732,52,10,42,0.677419,10,20.5,42,52,32,0.615385,14.9,10.5,8849,29.747269,1.74806,94.069124,0.136945,0.3665,1.513195,3.133986,2.101254,4.415267,67.04732,6.49272,1.2486,5.24412,0.677419,1.2486,2.55963,5.24412,6.49272,3.99552,0.615385,1.860414,1.31103,137.956083,3.714244,1.74806,11.745471,0.136945,0.3665,1.513195,82,13.15717,173.111111,16.045329,104,69,35,0.202312,73,73,94,104,21,0.125749,11.8,2.5,68798,82.94456,1.25385,262.293728,#NAME?,0.570167,1.614484,0,2,2,18,26
1823,2683,2/24/2016 18:41,4,1,559,7,43,2,0,3.5,8.885069,78.944444,253.859104,28,0,28,1,0,0,0,28,0,,5.6,0,833,9.126883,3.06786,28.861739,#NAME?,2.405455,7.16409,15.2,7.941452,63.066667,52.246398,32,10,22,0.52381,10,12,13,32,3,0.130435,5.92,1.5,2878,16.964669,1.886273,53.646994,#NAME?,1.472634,3.385106,1.897872,0.99157,0.983211,52.246398,3.99552,1.2486,2.74692,0.52381,1.2486,1.49832,1.62318,3.99552,0.37458,0.130435,0.739171,0.18729,44.868076,2.118209,1.886273,6.698364,#NAME?,1.472634,3.385106,80.2,4.779586,22.844444,5.959584,86,71,15,0.095541,76,81.5,83,86,7,0.044025,3.76,2.5,64526,80.328077,1.070609,254.019684,-4.344867,-0.683762,2.366281,0,2,2,18,26
1824,2684,2/24/2016 19:50,4,1,561,1,42,2,3,76,34.406072,1183.777778,45.271147,131,31,100,0.617284,53,63.5,112,131,59,0.357576,28.4,16.5,68414,82.712756,1.583794,261.5607,#NAME?,0.509881,1.850731,64.5,8.449195,71.388889,13.099526,79,52,27,0.206107,58,63,70,79,12,0.09375,6.6,5,42245,64.996154,1.215457,205.535885,#NAME?,0.41359,2.205602,8.05347,1.054966,1.112954,13.099526,9.86394,6.49272,3.37122,0.206107,7.24188,7.86618,8.7402,9.86394,1.49832,0.09375,0.824076,0.6243,658.600378,8.11542,1.215457,25.663211,#NAME?,0.41359,2.205602,123.5,4.062019,16.5,3.289084,131,117,14,0.056452,121,123.5,126,131,5,0.020243,3.1,2.5,152671,123.560107,1.060213,390.731366,#NAME?,0.173,2.538346,0,2,2,19,26
1825,2685,2/24/2016 20:00,4,1,561,2,42,2,1,28.9,25.967715,674.322222,89.853685,71,0,71,1,11,21.5,47,71,36,0.62069,20.68,14,14421,37.974992,1.869651,120.087468,-1.784339,0.693445,2.082664,44.7,11.333824,128.455556,25.35531,60,26,34,0.395349,34,47.5,50,60,16,0.190476,8.96,9,21137,45.974993,1.305057,145.385694,0.831815,-0.195987,2.035881,5.581242,1.415141,2.002625,25.35531,7.4916,3.24636,4.24524,0.395349,4.24524,5.93085,6.243,7.4916,1.99776,0.190476,1.118746,1.12374,329.526244,5.740438,1.305057,18.152858,0.831815,-0.195987,2.035881,108,9.72968,94.666667,9.008963,119,93,26,0.122642,99,110,117,119,18,0.083333,8.4,7.5,117492,108.393727,1.09785,342.771061,0.522832,-0.308992,1.553594,0,2,2,20,26
1826,2686,2/24/2016 20:10,4,1,561,3,42,2,1,23.6,23.875604,570.044444,101.167812,69,0,69,1,10,13.5,32,69,22,0.52381,18.72,13.5,10700,32.710854,2.109392,103.440804,-0.231629,0.942787,2.549277,49.6,10.0907,101.822222,20.344153,66,34,32,0.32,44,47.5,56,66,12,0.12,7.92,5.5,25518,50.515344,1.306534,159.743544,#NAME?,0.324,2.18957,6.193056,1.259925,1.58741,20.344153,8.24076,4.24524,3.99552,0.32,5.49384,5.93085,6.99216,8.24076,1.49832,0.12,0.988891,0.68673,397.82612,6.307346,1.306534,19.945579,#NAME?,0.324,2.18957,113.2,13.248061,175.511111,11.703234,132,87,45,0.205479,109,116,120,132,11,0.048035,9.56,5.5,129722,113.895566,1.158956,360.169405,#NAME?,-0.724023,2.830418,0,2,2,20,26
1827,2687,2/24/2016 20:20,4,1,561,4,42,2,1,15,22.030282,485.333333,146.868548,73,0,73,1,0,8,22,73,22,1,14.6,8,6618,25.725474,2.837654,81.351091,#NAME?,2.016099,6.022465,26.5,11.197718,125.388889,42.25554,48,13,35,0.57377,13,28,34,48,21,0.446809,8.2,6,8151,28.549956,1.681264,90.282889,#NAME?,0.284531,2.510095,3.30879,1.398147,1.954815,42.25554,5.99328,1.62318,4.3701,0.57377,1.62318,3.49608,4.24524,5.99328,2.62206,0.446809,1.023852,0.74916,127.07425,3.564748,1.681264,11.272721,#NAME?,0.284531,2.510095,87.8,2.485514,6.177778,2.830881,92,84,8,0.045455,87,87,88,92,1,0.005714,1.76,1,77144,87.831657,1.047458,277.748087,-0.113847,0.651702,2.726929,0,2,2,20,26
1828,2688,2/24/2016 20:30,4,1,561,5,42,2,1,22.6,15.621922,244.044444,69.123548,43,0,43,1,11,23.5,36,43,25,0.531915,12.6,12.5,7304,27.025913,1.591066,85.463442,-1.874836,-0.192671,1.841506,33,10.666667,113.777778,32.323232,40,13,27,0.509434,34,38,38,40,4,0.055556,8,1,11914,34.516663,1.158861,109.151271,0.211873,-1.417466,3.127365,4.12038,1.33184,1.773798,32.323232,4.9944,1.62318,3.37122,0.509434,4.24524,4.74468,4.74468,4.9944,0.49944,0.055556,0.99888,0.12486,185.739494,4.30975,1.158861,13.628628,0.211873,-1.417466,3.127365,97,4.853407,23.555556,5.003512,104,91,13,0.066667,94,96,101,104,7,0.035897,4,4,94302,97.109217,1.070959,307.086307,-0.503865,0.270458,1.745283,0,2,2,20,26
1829,2689,2/24/2016 20:40,4,1,561,6,42,2,1,18.2,13.180794,173.733333,72.421946,46,0,46,1,12,16,22,46,10,0.294118,9.44,5,4876,22.081667,2.083176,69.828361,1.320038,0.789272,3.174693,37.9,6.190495,38.322222,16.333759,46,28,18,0.243243,33,40,42,46,9,0.12,5.32,5,14709,38.352314,1.199406,121.280666,#NAME?,-0.358187,1.731909,4.732194,0.772945,0.597444,16.333759,5.74356,3.49608,2.24748,0.243243,4.12038,4.9944,5.24412,5.74356,1.12374,0.12,0.664255,0.6243,229.313598,4.78867,1.199406,15.143104,#NAME?,-0.358187,1.731909,102.2,8.093893,65.511111,7.919661,112,90,22,0.108911,95,105,109,112,14,0.068627,6.76,4.5,105038,102.488048,1.09281,324.095665,#NAME?,-0.49121,1.77142,0,2,2,20,26
1830,2690,2/24/2016 20:50,4,1,561,7,42,2,1,7.9,9.290975,86.322222,117.607282,28,0,28,1,0,6,15,28,15,1,7.08,6,1401,11.836385,2.365587,37.429935,#NAME?,1.025751,3.076278,28.5,14.377838,206.722222,50.448554,48,12,36,0.6,13,34,36,48,23,0.469388,12.6,13,9983,31.595886,1.519185,99.914964,#NAME?,-0.0623,1.430904,3.55851,1.795217,3.222803,50.448554,5.99328,1.49832,4.49496,0.6,1.62318,4.24524,4.49496,5.99328,2.87178,0.469388,1.573236,1.62318,155.635166,3.945062,1.519185,12.475382,#NAME?,-0.0623,1.430904,99.7,7.703535,59.344444,7.726715,115,94,21,0.100478,94,96.5,102,115,8,0.040816,5.98,2.5,99935,99.967495,1.150374,316.124975,-0.412756,1.209218,2.861167,0,2,2,20,26
1831,2691,2/24/2016 21:00,4,1,561,8,42,2,1,25.1,18.519959,342.988889,73.784698,58,0,58,1,10,26,33,58,23,0.534884,14.9,15.5,9387,30.638211,1.893061,96.886532,#NAME?,0.393597,2.126491,32.3,7.860591,61.788889,24.336195,42,13,29,0.527273,30,34,36,42,6,0.090909,5.24,3,10989,33.149661,1.266981,104.828431,#NAME?,-1.464149,4.831692,4.032978,0.981473,0.96329,24.336195,5.24412,1.62318,3.62094,0.527273,3.7458,4.24524,4.49496,5.24412,0.74916,0.090909,0.654266,0.37458,171.318725,4.139067,1.266981,13.088878,#NAME?,-1.464149,4.831692,90.3,4.270051,18.233333,4.728738,97,84,13,0.071823,87,90,93,97,6,0.033333,3.5,3,81705,90.390818,1.073118,285.840865,1.09912,0.007582,1.893235,0,2,2,21,26
1832,2692,2/24/2016 21:10,4,1,561,9,42,2,0,5.8,10.261037,105.288889,176.914438,28,0,28,1,0,0,10,28,10,1,8.12,0,1284,11.331372,2.471016,35.832946,1.256471,1.356474,3.249447,18.3,9.019116,81.344444,49.284784,32,12,20,0.454545,13,13,30,32,17,0.395349,7.82,0.5,4081,20.201485,1.584042,63.882705,1.026672,0.878,1.79655,2.284938,1.126127,1.268161,49.284784,3.99552,1.49832,2.4972,0.454545,1.62318,1.62318,3.7458,3.99552,2.12262,0.395349,0.976405,0.06243,63.62287,2.522357,1.584042,7.976395,1.026672,0.878,1.79655,86.5,2.877113,8.277778,3.326142,93,83,10,0.056818,84,86,87,93,3,0.017544,2,1.5,74897,86.543053,1.07461,273.673163,1.274847,1.062232,3.698257,0,2,2,21,26
1833,2693,2/24/2016 21:20,4,1,561,10,42,2,1,51.2,42.930952,1843.066667,83.849516,120,0,120,1,13,41,78,120,65,0.714286,35.8,34.5,42802,65.423237,1.834211,206.886442,0.512064,0.380959,1.775882,42.5,16.661666,277.611111,39.20392,66,13,53,0.670886,32,39,56,66,24,0.272727,13.6,12,20561,45.344239,1.455532,143.391074,0.923817,-0.134151,2.084396,5.30655,2.080376,4.327963,39.20392,8.24076,1.62318,6.61758,0.670886,3.99552,4.86954,6.99216,8.24076,2.99664,0.272727,1.698096,1.49832,320.546393,5.661682,1.455532,17.903809,0.923817,-0.134151,2.084396,99.6,6.979335,48.711111,7.007364,109,92,17,0.084577,93,99,107,109,14,0.07,6.2,6.5,99640,99.819838,1.091967,315.658043,0.049201,0.113934,1.309716,0,2,2,21,26
