,index,time,dayOfWeek,isWorkDay,sp#,win#,bldgI#,POI#,majVoted_actiLvl,muS,sdS,vaS,cvS,mxS,mnS,raS,c_raS,q1S,q2S,q3S,p95S,iqrS,c_iqrS,mad0S,mad1S,ES,rmsS,p2rmsS,rssS,snrS,skwS,kurS,muM,sdM,vaM,cvMM,mxM,mnM,raM,c_raM,q1M,q2M,q3M,p95M,iqrM,c_iqrM,mad0M,mad1M,EM,rmsM,p2rmsM,rssM,snrM,skwM,kurM,muC,sdC,vaC,cvC,mxC,mnC,raC,c_raC,q1C,q2C,q3C,p95C,iqrC,c_iqrC,mad0C,mad1C,EC,rmsC,p2rmsC,rssC,snrC,skwC,kurC,muH,sdH,vaH,cvH,mxH,mnH,raH,c_raH,q1H,q2H,q3H,p95H,iqrH,c_iqrH,mad0H,mad1H,EH,rmsH,p2rmsH,rssH,snrH,skwH,kurH,is_workday,day_of_week,epoch_number,hour,PID
11,14,10/25/2015 21:30,1,0,16,1,6,1,1,29.8,20.82093,433.511111,69.868891,56,0,56,1,9,35,46,56,37,0.672727,16.84,15.5,12782,35.751923,1.566349,113.057507,2.742166,-0.300922,1.781071,34.8,11.525816,132.844444,33.120162,46,13,33,0.559322,34,39,42,46,8,0.105263,8.48,4,13306,36.47739,1.261055,115.351636,0.63533,-1.16656,2.845164,4.217412,1.396814,1.951088,33.120162,5.57474,1.57547,3.99927,0.559322,4.12046,4.72641,5.08998,5.57474,0.96952,0.105263,1.027691,0.48476,195.425436,4.420695,1.261055,13.979465,0.63533,-1.16656,2.845164,86.2,5.633235,31.733333,6.535075,94,77,17,0.099415,81,87.5,90,94,9,0.052632,4.6,3,74590,86.365502,1.088398,273.111699,#NAME?,-0.378329,1.875185,1,6,2,21,248
12,15,10/25/2015 21:40,1,0,16,2,6,1,0,3.4,8.329332,69.377778,244.980364,26,0,26,1,0,0,0,26,0,,5.44,0,740,8.602325,3.022439,27.202941,#NAME?,2.295542,6.730166,14.4,7.919035,62.711111,54.993297,32,10,22,0.52381,10,10,13,32,3,0.130435,5.84,0,2638,16.241921,1.97021,51.361464,#NAME?,1.532043,3.651394,1.745136,0.959708,0.921039,54.993297,3.87808,1.2119,2.66618,0.52381,1.2119,1.2119,1.57547,3.87808,0.36357,0.130435,0.70775,0,38.744348,1.968358,1.97021,6.224496,#NAME?,1.532043,3.651394,68.3,4.110961,16.9,6.018977,78,64,14,0.098592,66,67,70,78,4,0.029412,3.02,1.5,46801,68.411256,1.140163,216.335388,#NAME?,1.402316,4.127435,1,6,2,21,248
13,16,10/25/2015 21:50,1,0,16,3,6,1,0,5.8,16.033299,257.066667,276.436184,51,0,51,1,0,0,0,51,0,,9.28,0,2650,16.278821,3.132905,51.478151,#NAME?,2.579809,7.814809,16.5,8.695465,75.611111,52.699788,38,10,28,0.583333,13,13,13,38,0,0,6.2,0,3403,18.447222,2.059931,58.335238,#NAME?,1.820754,4.851332,1.999635,1.053803,1.110502,52.699788,4.60522,1.2119,3.39332,0.583333,1.57547,1.57547,1.57547,4.60522,0,0,0.751378,0,49.979916,2.235619,2.059931,7.069648,#NAME?,1.820754,4.851332,70.4,3.062316,9.377778,4.34988,78,67,11,0.075862,69,69.5,71,78,2,0.014286,2.08,1.5,49646,70.459918,1.107012,222.813824,#NAME?,1.558263,4.943442,1,6,2,21,248
14,17,10/25/2015 22:00,1,0,16,4,6,1,0,6.2,16.396477,268.844444,264.4593,52,0,52,1,0,0,0,52,0,,9.92,0,2804,16.745149,3.105377,52.952809,#NAME?,2.50339,7.53634,15.7,9.4757,89.788889,60.354777,38,10,28,0.583333,10,12,13,38,3,0.130435,6.92,1.5,3273,18.091434,2.100442,57.210139,#NAME?,1.675654,4.198237,1.902683,1.14836,1.318731,60.354777,4.60522,1.2119,3.39332,0.583333,1.2119,1.45428,1.57547,4.60522,0.36357,0.130435,0.838635,0.181785,48.070604,2.192501,2.100442,6.933297,#NAME?,1.675654,4.198237,68.7,4.571652,20.9,6.654515,75,61,14,0.102941,64,69,72,75,8,0.058824,3.56,4,47385,68.836763,1.089534,217.680959,0.453986,-0.266536,1.979112,1,6,2,22,248
15,19,10/25/2015 22:20,1,0,16,6,6,1,1,30.6,29.885708,893.155556,97.665713,67,0,67,1,0,28,66,67,66,1,25.8,28,17402,41.715704,1.60611,131.91664,#NAME?,0.134033,1.327616,28.6,16.242605,263.822222,56.792326,50,10,40,0.666667,11,31,42,50,31,0.584906,14.08,17,10554,32.48692,1.539081,102.732663,#NAME?,-0.054393,1.336584,3.466034,1.968441,3.874761,56.792326,6.0595,1.2119,4.8476,0.666667,1.33309,3.75689,5.08998,6.0595,3.75689,0.584906,1.706355,2.06023,155.006768,3.93709,1.539081,12.450171,#NAME?,-0.054393,1.336584,73.4,13.133503,172.488889,17.893055,99,59,40,0.253165,64,68,80,99,16,0.111111,10.48,7.5,55428,74.449983,1.329752,235.431519,#NAME?,0.844707,2.507898,1,6,2,22,248
16,21,10/25/2015 22:40,1,0,16,8,6,1,0,1.7,3.591657,12.9,211.273941,9,0,9,1,0,0,0,9,0,,2.72,0,145,3.807887,2.363516,12.041595,0.718231,1.516105,3.325074,13.2,5.731007,32.844444,43.416722,24,10,14,0.411765,10,10.5,12,24,2,0.090909,4.32,0.5,2038,14.275854,1.68116,45.144213,0.982891,1.451363,3.179583,1.599708,0.694541,0.482387,43.416722,2.90856,1.2119,1.69666,0.411765,1.2119,1.272495,1.45428,2.90856,0.24238,0.090909,0.523541,0.060595,29.932139,1.730091,1.68116,5.471027,0.982891,1.451363,3.179583,63,4,16,6.349206,68,54,14,0.114754,62,63.5,66,68,4,0.03125,2.8,2,39834,63.114182,1.077412,199.584569,#NAME?,-0.988212,3.668981,1,6,2,22,248
17,24,10/25/2015 23:10,1,0,16,11,6,1,0,11.2,16.61191,275.955556,148.320625,45,0,45,1,0,0,19,45,19,1,13.44,0,3738,19.333908,2.327517,61.139185,#NAME?,1.086704,2.713204,21,11.699953,136.888889,55.71406,40,12,28,0.538462,12,13,30,40,18,0.428571,10.4,1,5642,23.752895,1.684005,75.113248,#NAME?,0.651132,1.694795,2.54499,1.417917,2.010489,55.71406,4.8476,1.45428,3.39332,0.538462,1.45428,1.57547,3.6357,4.8476,2.18142,0.428571,1.260376,0.12119,82.864145,2.878613,1.684005,9.102975,#NAME?,0.651132,1.694795,77.5,7.891627,62.277778,10.182745,88,66,22,0.142857,70,78,86,88,16,0.102564,6.5,8,60623,77.860773,1.130223,246.217384,0.201244,-0.097944,1.645645,1,6,2,23,248
18,25,10/25/2015 23:20,1,0,16,12,6,1,0,10.2,18.937324,358.622222,185.660035,54,0,54,1,0,0,14,54,14,1,14.28,0,4268,20.659138,2.613855,65.329932,#NAME?,1.554446,3.913879,18.6,10.101705,102.044444,54.310242,38,11,27,0.55102,11,14,28,38,17,0.435897,8.44,3,4378,20.923671,1.816125,66.166457,#NAME?,0.98448,2.310981,2.254134,1.224226,1.498728,54.310242,4.60522,1.33309,3.27213,0.55102,1.33309,1.69666,3.39332,4.60522,2.06023,0.435897,1.022844,0.36357,64.299756,2.53574,1.816125,8.018713,#NAME?,0.98448,2.310981,72.1,10.514012,110.544444,14.582541,89,62,27,0.178808,63,68,81,89,18,0.125,8.92,5.5,52979,72.786675,1.222751,230.171675,#NAME?,0.639337,1.828862,1,6,2,23,248
19,26,10/25/2015 23:30,1,0,16,13,6,1,0,0.8,2.529822,6.4,316.227766,8,0,8,1,0,0,0,8,0,,1.44,0,64,2.529822,3.162278,8,0.793243,2.666667,8.111111,12.6,4.788876,22.933333,38.006952,26,10,16,0.444444,11,11,12,26,1,0.043478,2.76,0.5,1794,13.394029,1.941164,42.355637,1.256552,2.50647,7.597508,1.526994,0.580364,0.336822,38.006952,3.15094,1.2119,1.93904,0.444444,1.33309,1.33309,1.45428,3.15094,0.12119,0.043478,0.334484,0.060595,26.348507,1.623222,1.941164,5.13308,1.256552,2.50647,7.597508,65.9,1.72884,2.988889,2.62343,69,64,5,0.037594,64,66,67,69,3,0.022901,1.32,1.5,43455,65.920407,1.046717,208.458629,1.081044,0.432464,2.114634,1,6,2,23,248
20,27,10/25/2015 23:40,1,0,16,14,6,1,0,2.9,5.15213,26.544444,177.659658,15,0,15,1,0,0,7,15,7,1,4.06,0,323,5.683309,2.639308,17.972201,-0.162706,1.489003,3.941628,15,7.164728,51.333333,47.764856,26,10,16,0.444444,10,11,24,26,14,0.411765,6.2,1,2712,16.468151,1.578805,52.076866,0.130111,0.878913,1.81509,1.81785,0.868293,0.753933,47.764856,3.15094,1.2119,1.93904,0.444444,1.2119,1.33309,2.90856,3.15094,1.69666,0.411765,0.751378,0.12119,39.831188,1.995775,1.578805,6.311195,0.130111,0.878913,1.81509,61.6,2.270585,5.155556,3.686014,66,59,7,0.056,60,61,62,66,2,0.016393,1.72,1,37992,61.637651,1.070774,194.915366,2.652125,0.943684,2.666617,1,6,2,23,248
21,29,10/26/2015 0:12,2,1,17,2,6,1,0,0.7,2.213594,4.9,316.227766,7,0,7,1,0,0,0,7,0,,1.26,0,49,2.213594,3.162278,7,#NAME?,2.666667,8.111111,11.9,4.280446,18.322222,35.970139,24,10,14,0.411765,10,11,11,24,1,0.047619,2.42,0.5,1581,12.573782,1.908734,39.761791,#NAME?,2.59919,7.903534,1.442161,0.518747,0.269099,35.970139,2.90856,1.2119,1.69666,0.411765,1.2119,1.33309,1.33309,2.90856,0.12119,0.047619,0.29328,0.060595,23.220172,1.523817,1.908734,4.818731,#NAME?,2.59919,7.903534,61.5,1.080123,1.166667,1.756298,63,60,3,0.02439,61,61.5,62,63,1,0.00813,0.9,0.5,37833,61.508536,1.024248,194.507069,1.517477,0,1.870748,0,0,3,0,248
22,31,10/26/2015 0:32,2,1,17,4,6,1,0,1,2.160247,4.666667,216.02469,6,0,6,1,0,0,0,6,0,,1.6,0,52,2.280351,2.631174,7.211103,0.684749,1.672972,4.047619,13,5.811865,33.777778,44.706656,24,10,14,0.411765,10,10,11,24,1,0.047619,4.4,0,1994,14.120906,1.699608,44.654227,0.457988,1.481976,3.22455,1.57547,0.70434,0.496095,44.706656,2.90856,1.2119,1.69666,0.411765,1.2119,1.2119,1.33309,2.90856,0.12119,0.047619,0.533236,0,29.28591,1.711313,1.699608,5.411646,0.457988,1.481976,3.22455,59,2.44949,6,4.151678,62,53,9,0.078261,58,59.5,60,62,2,0.016949,1.6,1,34864,59.045745,1.050033,186.71904,0.96038,-1.434438,4.794239,0,0,3,0,248
23,32,10/26/2015 0:42,2,1,17,5,6,1,0,2.6,5.501515,30.266667,211.596729,14,0,14,1,0,0,0,14,0,,4.16,0,340,5.830952,2.40098,18.439089,#NAME?,1.527401,3.377638,13.9,6.384878,40.766667,45.934374,26,10,16,0.444444,11,11,11,26,0,0,4.84,0,2299,15.162454,1.714762,47.947888,#NAME?,1.490769,3.238719,1.684541,0.773783,0.598741,45.934374,3.15094,1.2119,1.93904,0.444444,1.33309,1.33309,1.33309,3.15094,0,0,0.58656,0,33.76545,1.837538,1.714762,5.810805,#NAME?,1.490769,3.238719,63.6,4.376706,19.155556,6.881613,75,59,16,0.119403,61,62.5,64,75,3,0.024,2.72,1.5,40622,63.73539,1.17674,201.549001,0.595874,1.876888,5.86973,0,0,3,0,248
24,33,10/26/2015 0:52,2,1,17,6,6,1,1,10.1,12.973905,168.322222,128.454509,40,0,40,1,0,5.5,14,40,14,1,9.72,5.5,2535,15.921683,2.512297,50.348784,#NAME?,1.332354,3.776787,23.2,8.243516,67.955556,35.532396,34,11,23,0.511111,13,26,28,34,15,0.365854,6.72,3,5994,24.482647,1.388739,77.420927,-0.277304,-0.496558,1.765765,2.811608,0.999032,0.998064,35.532396,4.12046,1.33309,2.78737,0.511111,1.57547,3.15094,3.39332,4.12046,1.81785,0.365854,0.814397,0.36357,88.033975,2.967052,1.388739,9.382642,-0.277304,-0.496558,1.765765,71.1,3.695342,13.655556,5.197387,75,66,9,0.06383,67,72,75,75,8,0.056338,3.1,3,50675,71.186375,1.053572,225.111084,#NAME?,-0.333943,1.560589,0,0,3,0,248
25,34,10/26/2015 1:02,2,1,17,7,6,1,1,21.5,21.950702,481.833333,102.09629,69,0,69,1,0,21.5,34,69,34,1,17.3,14,8959,29.931589,2.305257,94.651994,#NAME?,0.863313,3.108162,26.8,11.830281,139.955556,44.142841,46,10,36,0.642857,13,31,34,46,21,0.446809,9.44,4,8442,29.05512,1.583198,91.880357,#NAME?,-0.224674,2.023738,3.247892,1.433712,2.055529,44.142841,5.57474,1.2119,4.36284,0.642857,1.57547,3.75689,4.12046,5.57474,2.54499,0.446809,1.144034,0.48476,123.98779,3.52119,1.583198,11.13498,#NAME?,-0.224674,2.023738,67.9,7.922542,62.766667,11.667955,77,55,22,0.166667,60,70,75,77,15,0.111111,6.34,5.5,46669,68.314713,1.127136,216.03009,#NAME?,-0.528412,1.86573,0,0,3,1,248
26,35,10/26/2015 1:12,2,1,17,8,6,1,0,2.6,3.438346,11.822222,132.244071,8,0,8,1,0,0,6,8,6,1,3.12,0,174,4.171331,1.917853,13.190906,0.580671,0.548368,1.471706,16.6,6.850791,46.933333,41.269824,26,11,15,0.405405,11,12,24,26,13,0.371429,6.32,1,3178,17.826946,1.458466,56.373753,0.573272,0.408527,1.226794,2.011754,0.830247,0.689311,41.269824,3.15094,1.33309,1.81785,0.405405,1.33309,1.45428,2.90856,3.15094,1.57547,0.371429,0.765921,0.12119,46.675337,2.160448,1.458466,6.831935,0.573272,0.408527,1.226794,59.8,4.848826,23.511111,8.108404,69,55,14,0.112903,56,59,62,69,6,0.050847,3.72,3,35972,59.976662,1.150447,189.662859,1.132373,0.886661,2.503125,0,0,3,1,248
27,40,10/26/2015 2:02,2,1,17,13,6,1,0,1.8,5.6921,32.4,316.227766,18,0,18,1,0,0,0,18,0,,3.24,0,324,5.6921,3.162278,18,0.793243,2.666667,8.111111,12.3,5.558777,30.9,45.193308,28,10,18,0.473684,10,10.5,11,28,1,0.047619,3.14,0.5,1791,13.382825,2.092234,42.320208,1.747442,2.592751,7.875113,1.490637,0.673668,0.453829,45.193308,3.39332,1.2119,2.18142,0.473684,1.2119,1.272495,1.33309,3.39332,0.12119,0.047619,0.380537,0.060595,26.304446,1.621865,2.092234,5.128786,1.747442,2.592751,7.875113,55.9,5.606544,31.433333,10.029595,69,52,17,0.140496,53,53.5,55,69,2,0.018519,4.04,1.5,31531,56.152471,1.228797,177.569705,1.576916,1.598912,4.083393,0,0,3,2,248
28,78,10/26/2015 8:42,2,1,17,53,6,1,1,11.125,10.736287,115.267857,96.50595,26,0,26,1,0,11.5,20,26,20,1,9.125,11.5,1797,14.987495,1.73478,42.391037,#NAME?,0.177508,1.514804,36.375,11.12189,123.696429,30.575642,53,15,38,0.558824,34,35,42.5,53,8.5,0.111111,7.21875,2,11451,37.833517,1.400874,107.009345,0.900188,-0.444876,3.179638,4.408286,1.347862,1.816731,30.575642,6.42307,1.81785,4.60522,0.558824,4.12046,4.24165,5.150575,6.42307,1.030115,0.111111,0.87484,0.24238,168.181021,4.585044,1.400874,12.968463,0.900188,-0.444876,3.179638,90.5,7.671841,58.857143,8.477172,109,85,24,0.123711,87,88,90,109,3,0.016949,4.75,1,65934,90.784085,1.200651,256.776167,1.077851,2.044539,5.581747,0,0,3,8,248
29,79,10/26/2015 8:52,2,1,17,54,6,1,1,39.6,36.399634,1324.933333,91.918267,103,0,103,1,7,36,71,103,64,0.820513,29.52,31,27606,52.541412,1.960358,166.150534,0.216217,0.450576,1.881595,38.9,14.348442,205.877778,36.885454,60,13,47,0.643836,30,39,50,60,20,0.25,11.1,10,16985,41.212862,1.455856,130.326513,0.126103,-0.184725,2.288784,4.714291,1.738888,3.02373,36.885454,7.2714,1.57547,5.69593,0.643836,3.6357,4.72641,6.0595,7.2714,2.4238,0.25,1.345209,1.2119,249.458968,4.994587,1.455856,15.79427,0.126103,-0.184725,2.288784,87.2,8.297255,68.844444,9.515201,99,73,26,0.151163,84,88.5,93,99,9,0.050847,6.16,4.5,76658,87.554554,1.130724,276.871811,-1.455223,-0.624511,2.43071,0,0,3,8,248
30,80,10/26/2015 9:02,2,1,17,55,6,1,0,0.6,1.897367,3.6,316.227766,6,0,6,1,0,0,0,6,0,,1.08,0,36,1.897367,3.162278,6,-0.359268,2.666667,8.111111,13.9,4.280446,18.322222,30.794579,26,12,14,0.368421,12,13,13,26,1,0.04,2.42,0.5,2097,14.481022,1.795453,45.793013,-0.164977,2.59919,7.903534,1.684541,0.518747,0.269099,30.794579,3.15094,1.45428,1.69666,0.368421,1.45428,1.57547,1.57547,3.15094,0.12119,0.04,0.29328,0.060595,30.798673,1.754955,1.795453,5.549655,-0.164977,2.59919,7.903534,76.1,2.806738,7.877778,3.688223,80,71,9,0.059603,74,76,78,80,4,0.026316,2.12,2,57983,76.146569,1.050605,240.796595,0.792561,-0.393462,2.221005,0,0,1,9,248
31,81,10/26/2015 10:20,2,1,19,1,57,2,1,52.6,50.14468,2514.488889,95.33209,114,0,114,1,0,48.5,104,114,104,1,46,48.5,50298,70.921083,1.60742,224.272156,0.443537,0.077076,1.200034,42,22.740077,517.111111,54.143041,66,12,54,0.692308,13,48,64,66,51,0.662338,19.6,16,22294,47.216523,1.397816,149.311754,#NAME?,-0.346788,1.45424,5.08998,2.75587,7.594819,54.143041,7.99854,1.45428,6.54426,0.692308,1.57547,5.81712,7.75616,7.99854,6.18069,0.662338,2.375324,1.93904,327.432337,5.72217,1.397816,18.095092,#NAME?,-0.346788,1.45424,86.6,14.315493,204.933333,16.530592,102,68,34,0.2,74,89.5,101,102,27,0.154286,12.8,12,76840,87.658428,1.163607,277.200289,0.299725,-0.189635,1.313544,0,0,1,10,248
