,index,time,dayOfWeek,isWorkDay,sp#,win#,bldgI#,POI#,majVoted_actiLvl,muS,sdS,vaS,cvS,mxS,mnS,raS,c_raS,q1S,q2S,q3S,p95S,iqrS,c_iqrS,mad0S,mad1S,ES,rmsS,p2rmsS,rssS,snrS,skwS,kurS,muM,sdM,vaM,cvMM,mxM,mnM,raM,c_raM,q1M,q2M,q3M,p95M,iqrM,c_iqrM,mad0M,mad1M,EM,rmsM,p2rmsM,rssM,snrM,skwM,kurM,muC,sdC,vaC,cvC,mxC,mnC,raC,c_raC,q1C,q2C,q3C,p95C,iqrC,c_iqrC,mad0C,mad1C,EC,rmsC,p2rmsC,rssC,snrC,skwC,kurC,muH,sdH,vaH,cvH,mxH,mnH,raH,c_raH,q1H,q2H,q3H,p95H,iqrH,c_iqrH,mad0H,mad1H,EH,rmsH,p2rmsH,rssH,snrH,skwH,kurH,is_workday,day_of_week,epoch_number,hour,PID
10,15,9/26/2015 15:49,7,0,18,3,10,1,1,10.111111,11.50483,132.361111,113.784032,33,0,33,1,0,11,16.25,33,16.25,1,8.987654,11,1979,14.828651,2.225422,44.485953,#NAME?,0.779063,2.620165,26.666667,12.649111,160,47.434165,40,11,29,0.568627,14.5,34,38,40,23.5,0.447619,11.703704,6,7680,29.21187,1.369306,87.635609,#NAME?,-0.202076,1.138528,3.0064,1.426061,2.033649,47.434165,4.5096,1.24014,3.26946,0.568627,1.63473,3.83316,4.28412,4.5096,2.64939,0.447619,1.319476,0.67644,97.615162,3.293346,1.369306,9.880039,#NAME?,-0.202076,1.138528,104.555556,3.745368,14.027778,3.582179,111,99,12,0.057143,102.25,104,106.5,111,4.25,0.020359,2.839506,2,98499,104.615168,1.061032,313.845503,#NAME?,0.112093,2.332295,1,5,1,15,239
11,16,9/26/2015 15:59,7,0,18,4,10,1,1,10.75,11.1963,125.357143,104.151632,28,0,28,1,0,8,21,28,21,1,9.4375,8,1802,15.008331,1.86563,42.449971,1.909859,0.409593,1.619448,30.875,12.855655,165.267857,41.637748,48,13,35,0.57377,19.5,33.5,40,48,20.5,0.344538,10.15625,8,8783,33.134197,1.448654,93.717661,1.245896,-0.333756,1.849039,3.480848,1.449347,2.100605,41.637748,5.41152,1.46562,3.9459,0.57377,2.19843,3.77679,4.5096,5.41152,2.31117,0.344538,1.145016,0.90192,111.634632,3.735549,1.448654,10.565729,1.245896,-0.333756,1.849039,107.125,5.303301,28.125,4.950573,117,101,16,0.073394,103,106,110.5,117,7.5,0.035129,4.15625,3.5,92003,107.239801,1.091013,303.319963,#NAME?,0.681056,2.437572,1,5,1,15,239
12,17,9/26/2015 16:09,7,0,18,5,10,1,0,15.3,22.075879,487.344444,144.286792,62,0,62,1,0,4,37,62,37,1,18.02,4,6727,25.936461,2.390457,82.018291,#NAME?,1.12932,2.847592,25.9,15.06615,226.988889,58.170465,48,11,37,0.627119,12,22.5,38,48,26,0.52,13.7,11,8751,29.582089,1.622603,93.54678,1.638691,0.232194,1.338062,2.919966,1.698558,2.885099,58.170465,5.41152,1.24014,4.17138,0.627119,1.35288,2.53665,4.28412,5.41152,2.93124,0.52,1.544538,1.24014,111.227902,3.335085,1.622603,10.546464,1.638691,0.232194,1.338062,104,6.480741,42,6.231481,112,94,18,0.087379,100,103,110,112,10,0.047619,5.4,7,108538,104.181572,1.075046,329.451059,1.279443,-0.139414,1.64735,1,5,1,16,239
13,18,9/26/2015 16:19,7,0,18,6,10,1,0,7.428571,12.039617,144.952381,162.071769,32,0,32,1,0,0,12,32,12,1,8.897959,0,1256,13.395095,2.388934,35.44009,1.824172,1.390122,3.503412,22.714286,13.288018,176.571429,58.500709,40,11,29,0.568627,12.25,13,36.5,40,24.25,0.497436,11.959184,2,4671,25.831874,1.548475,68.344714,2.485073,0.373367,1.254365,2.560809,1.498091,2.244277,58.500709,4.5096,1.24014,3.26946,0.568627,1.381065,1.46562,4.11501,4.5096,2.733945,0.497436,1.348278,0.22548,59.369847,2.912285,1.548475,7.705183,2.485073,0.373367,1.254365,99.142857,2.340126,5.47619,2.360358,102,96,6,0.030303,97.25,99,101.5,102,4.25,0.021384,1.877551,2,68838,99.166527,1.028573,262.369968,#NAME?,0.068805,1.648053,1,5,1,16,239
14,19,9/26/2015 16:29,7,0,18,7,10,1,1,7.4,10.926014,119.377778,147.648835,36,0,36,1,0,4.5,10,36,10,1,7.08,4.5,1622,12.735776,2.826683,40.274061,1.664717,1.950709,5.904088,22.1,8.556349,73.211111,38.716512,34,12,22,0.478261,13,24,30,34,17,0.395349,7.48,8,5543,23.543577,1.444131,74.451326,-1.927481,-0.074915,1.383389,2.491554,0.964643,0.930536,38.716512,3.83316,1.35288,2.48028,0.478261,1.46562,2.70576,3.3822,3.83316,1.91658,0.395349,0.843295,0.90192,70.453235,2.654303,1.444131,8.393643,-1.927481,-0.074915,1.383389,95.1,6.297266,39.655556,6.621731,102,83,19,0.102703,90,96,100,102,10,0.052632,4.9,4.5,90797,95.28746,1.070445,301.325406,#NAME?,-0.696983,2.300092,1,5,1,16,239
15,20,9/26/2015 16:39,7,0,18,8,10,1,0,3.1,4.909175,24.1,158.360487,15,0,15,1,0,0,6,15,6,1,3.72,0,313,5.59464,2.681138,17.691806,#NAME?,1.540274,4.410532,20.4,9.800227,96.044444,48.040327,34,13,21,0.446809,13,13,32,34,19,0.422222,8.88,0,5026,22.418742,1.516588,70.894287,#NAME?,0.539542,1.411991,2.299896,1.104878,1.220754,48.040327,3.83316,1.46562,2.36754,0.446809,1.46562,1.46562,3.60768,3.83316,2.14206,0.422222,1.001131,0,63.882006,2.527489,1.516588,7.992622,#NAME?,0.539542,1.411991,98.6,3.238655,10.488889,3.28464,104,95,9,0.045226,96,98,102,104,6,0.030303,2.64,2,97314,98.647859,1.054255,311.951919,#NAME?,0.627224,1.867495,1,5,1,16,239
16,21,9/26/2015 16:49,7,0,18,9,10,1,0,1.222222,2.438123,5.944444,199.482802,6,0,6,1,0,0,1.25,6,1.25,1,1.901235,0,61,2.603417,2.304664,7.81025,1.186017,1.373986,2.946415,16.111111,6.7536,45.611111,41.918896,28,12,16,0.4,12.75,13,16.75,28,4,0.135593,5.283951,0,2701,17.323715,1.616281,51.971146,1.266758,1.321937,2.771229,1.816367,0.761401,0.579731,41.918896,3.15672,1.35288,1.80384,0.4,1.437435,1.46562,1.888395,3.15672,0.45096,0.135593,0.595713,0,34.330541,1.953076,1.616281,5.859227,1.266758,1.321937,2.771229,91.333333,2.872281,8.25,3.144834,96,89,7,0.037838,89,90,94.25,96,5.25,0.028649,2.444444,1,75142,91.37347,1.050633,274.120411,#NAME?,0.652758,1.709366,1,5,1,16,239
17,22,9/26/2015 16:59,7,0,18,10,10,1,0,10.3,12.365274,152.9,120.051203,30,0,30,1,0,5,20,30,20,1,10.36,5,2437,15.610894,1.921735,49.36598,2.353073,0.599916,1.786035,22.9,11.10005,123.211111,48.471834,36,11,25,0.531915,13,20.5,34,36,21,0.446809,10.3,8.5,6353,25.205158,1.428279,79.705709,2.221694,0.101367,1.139274,2.581746,1.25142,1.566051,48.471834,4.05864,1.24014,2.8185,0.531915,1.46562,2.31117,3.83316,4.05864,2.36754,0.446809,1.161222,0.95829,80.748584,2.84163,1.428279,8.986022,2.221694,0.101367,1.139274,94,5.09902,26,5.424489,103,85,18,0.095745,91,93,97,103,6,0.031915,3.8,2,88594,94.124386,1.094297,297.647442,0.175909,0.153718,2.683542,1,5,1,16,239
18,23,9/26/2015 17:09,7,0,18,11,10,1,1,10.9,12.564942,157.877778,115.274701,34,0,34,1,0,6.5,22,34,22,1,10.48,6.5,2609,16.152399,2.10495,51.078371,#NAME?,0.687905,2.034438,26,10.624918,112.888889,40.86507,40,13,27,0.509434,15,28,34,40,19,0.387755,9.2,11,7776,27.88548,1.434438,88.181631,#NAME?,-0.061518,1.357066,2.93124,1.197853,1.434853,40.86507,4.5096,1.46562,3.04398,0.509434,1.6911,3.15672,3.83316,4.5096,2.14206,0.387755,1.037208,1.24014,98.835352,3.143809,1.434438,9.941597,#NAME?,-0.061518,1.357066,103.2,4.341019,18.844444,4.206414,107,94,13,0.064677,102,104.5,107,107,5,0.023923,3.36,2.5,106672,103.282138,1.035997,326.606797,#NAME?,-1.044934,2.988842,1,5,1,17,239
19,24,9/26/2015 17:19,7,0,18,12,10,1,1,18.222222,23.408213,547.944444,128.459706,77,0,77,1,5.75,8,23,77,17.25,0.6,15.185185,6,7372,28.620117,2.690415,85.860352,-0.18681,1.973125,5.677664,39.888889,10.373578,107.611111,26.006183,61,32,29,0.311828,33.5,36,42,61,8.5,0.112583,7.82716,2,15181,41.0704,1.485255,123.211201,#NAME?,1.277469,3.019945,4.497073,1.169517,1.36777,26.006183,6.87714,3.60768,3.26946,0.311828,3.77679,4.05864,4.73508,6.87714,0.95829,0.112583,0.882434,0.22548,192.95518,4.630277,1.485255,13.890831,#NAME?,1.277469,3.019945,109.888889,12.211106,149.111111,11.11223,133,99,34,0.146552,101.5,104,116.5,133,15,0.068807,9.62963,4,109873,110.490321,1.203725,331.470964,#NAME?,1.034166,2.536706,1,5,1,17,239
20,25,9/26/2015 17:29,7,0,18,13,10,1,3,22.2,31.61856,999.733333,142.425946,82,0,82,1,0,9.5,24,82,24,1,23.48,9.5,13926,37.317556,2.197357,118.008474,-1.08426,1.258583,2.903648,73.2,8.456424,71.511111,11.552492,94,61,33,0.212903,70,72,75,94,5,0.034483,5.24,2.5,54226,73.638305,1.27651,232.864768,0.097515,1.356073,5.078162,8.252568,0.953377,0.908928,11.552492,10.59756,6.87714,3.72042,0.212903,7.8918,8.11728,8.4555,10.59756,0.5637,0.034483,0.590758,0.28185,689.22914,8.301983,1.27651,26.253174,0.097515,1.356073,5.078162,143.6,9.118967,83.155556,6.350255,168,136,32,0.105263,140,142,145,168,5,0.017544,5.44,2.5,206958,143.860349,1.167799,454.926368,1.674588,2.092655,6.453983,1,5,1,17,239
21,26,9/26/2015 17:39,7,0,18,14,10,1,1,6.6,8.329332,69.377778,126.202006,23,0,23,1,0,3.5,12,23,12,1,6.6,3.5,1060,10.29563,2.233957,32.557641,-0.486895,0.862579,2.420666,39.2,16.81798,282.844444,42.90301,72,13,59,0.694118,34,40.5,46,72,12,0.15,11.36,6,17912,42.322571,1.70122,133.83572,0.047957,0.107364,3.062065,4.419408,1.896059,3.59504,42.90301,8.11728,1.46562,6.65166,0.694118,3.83316,4.56597,5.18604,8.11728,1.35288,0.15,1.280726,0.67644,227.66703,4.771447,1.70122,15.088639,0.047957,0.107364,3.062065,110.5,10.511898,110.5,9.51303,126,94,32,0.145455,101,110.5,118,126,17,0.077626,8.5,8.5,123097,110.949087,1.135656,350.851821,2.761269,-0.065338,1.881931,1,5,1,17,239
22,27,9/26/2015 17:49,7,0,18,15,10,1,1,19.2,21.280142,452.844444,110.834073,62,0,62,1,0,14,36,62,36,1,16.68,14,7762,27.860366,2.225384,88.102213,0.406654,0.871995,2.535541,32.3,13.157592,173.122222,40.735578,46,13,33,0.559322,15,38,42,46,27,0.473684,11.18,4,11991,34.628023,1.328404,109.503425,#NAME?,-0.734315,1.754021,3.641502,1.483387,2.200437,40.735578,5.18604,1.46562,3.72042,0.559322,1.6911,4.28412,4.73508,5.18604,3.04398,0.473684,1.260433,0.45096,152.409298,3.903963,1.328404,12.345416,#NAME?,-0.734315,1.754021,105.4,5.601587,31.377778,5.314599,113,93,20,0.097087,103,105.5,109,113,6,0.028302,4,3,111374,105.533881,1.070746,333.727434,#NAME?,-0.855275,3.554402,1,5,1,17,239
23,28,9/26/2015 17:59,7,0,18,16,10,1,1,20.2,17.787636,316.4,88.057605,56,0,56,1,7,16,20,56,13,0.481481,12.52,6.5,6928,26.321094,2.127571,83.234608,#NAME?,1.070393,2.956458,38.1,4.771443,22.766667,12.523472,46,28,18,0.243243,37,38,40,46,3,0.038961,3.12,2,14721,38.367955,1.198917,121.330128,-0.3409,-0.57626,3.535274,4.295394,0.537932,0.289371,12.523472,5.18604,3.15672,2.02932,0.243243,4.17138,4.28412,4.5096,5.18604,0.33822,0.038961,0.351749,0.22548,187.108438,4.325603,1.198917,13.678759,-0.3409,-0.57626,3.535274,106.9,6.640783,44.1,6.212145,116,93,23,0.110048,103,107,112,116,9,0.04186,4.72,4.5,114673,107.08548,1.083247,338.634021,#NAME?,-0.643847,3.061851,1,5,1,17,239
24,29,9/26/2015 18:09,7,0,18,17,10,1,1,21.8,26.574006,706.177778,121.899109,71,0,71,1,0,8,40,71,40,1,22.96,8,11108,33.328666,2.130298,105.394497,#NAME?,0.731086,2.035341,28.4,14.025374,196.711111,49.385119,50,13,37,0.587302,15,28,40,50,25,0.454545,11.68,13,9836,31.362398,1.594266,99.17661,1.26411,0.178419,1.532952,3.201816,1.581221,2.500259,49.385119,5.637,1.46562,4.17138,0.587302,1.6911,3.15672,4.5096,5.637,2.8185,0.454545,1.316803,1.46562,125.018586,3.535797,1.594266,11.181171,1.26411,0.178419,1.532952,101,5.773503,33.333333,5.716339,108,88,20,0.102041,99,102,104,108,5,0.024631,4,2.5,102310,101.148406,1.067738,319.859344,#NAME?,-1.051627,3.668,1,5,2,18,239
25,30,9/26/2015 18:19,7,0,18,18,10,1,1,41.3,32.694036,1068.9,79.162315,104,0,104,1,21,30,63,104,42,0.5,26.16,20.5,26677,51.649782,2.013561,163.330952,-0.142882,0.650462,2.409349,40.6,13.631662,185.822222,33.575523,60,12,48,0.666667,38,40,50,60,12,0.136364,9.8,8,18156,42.609858,1.408125,134.744202,-0.137655,-0.681926,3.135414,4.577244,1.536834,2.361858,33.575523,6.7644,1.35288,5.41152,0.666667,4.28412,4.5096,5.637,6.7644,1.35288,0.136364,1.104852,0.90192,230.768345,4.803835,1.408125,15.191061,-0.137655,-0.681926,3.135414,105.6,8.11309,65.822222,7.68285,119,94,25,0.117371,100,106.5,111,119,11,0.052133,6.48,6,112106,105.880121,1.123913,334.822341,1.341739,0.038056,2.005218,1,5,2,18,239
26,31,9/26/2015 18:29,7,0,18,19,10,1,0,2.2,4.049691,16.4,184.076879,12,0,12,1,0,0,4,12,4,1,3.08,0,196,4.427189,2.710524,14,#NAME?,1.635381,4.409611,21.2,10.809461,116.844444,50.988023,38,12,26,0.52,13,14,34,38,21,0.446809,9.64,1.5,5546,23.549947,1.613592,74.471471,#NAME?,0.589301,1.537511,2.390088,1.218659,1.485129,50.988023,4.28412,1.35288,2.93124,0.52,1.46562,1.57836,3.83316,4.28412,2.36754,0.446809,1.086814,0.16911,70.491366,2.655021,1.613592,8.395914,#NAME?,0.589301,1.537511,102.1,3.034981,9.211111,2.972558,108,98,10,0.048544,100,102,103,108,3,0.014778,2.14,1.5,104327,102.140589,1.057366,322.996904,#NAME?,0.654074,2.676757,1,5,2,18,239
27,33,9/26/2015 18:49,7,0,18,21,10,1,0,7.444444,16.919745,286.277778,227.280159,50,0,50,1,0,0,4.25,50,4.25,1,11.580247,0,2789,17.603661,2.840318,52.810984,#NAME?,2.054304,5.678655,18.555556,11.620145,135.027778,62.623538,40,11,29,0.568627,13,13,19.25,40,6.25,0.193798,9.08642,0,4179,21.548395,1.856287,64.645185,#NAME?,1.33112,2.80285,2.091953,1.310055,1.716245,62.623538,4.5096,1.24014,3.26946,0.568627,1.46562,1.46562,2.170245,4.5096,0.704625,0.193798,1.024403,0,53.116375,2.429366,1.856287,7.288098,#NAME?,1.33112,2.80285,97.888889,6.527719,42.611111,6.668498,108,88,20,0.102041,91.5,100,100.75,108,9.25,0.048114,5.259259,3,86581,98.082165,1.101118,294.246495,#NAME?,-0.218001,2.002253,1,5,2,18,239
28,34,9/26/2015 18:59,7,0,18,22,10,1,0,7.5,12.349089,152.5,164.65452,38,0,38,1,0,0,11,38,11,1,9,0,1935,13.910428,2.731764,43.988635,0.427768,1.663313,4.738668,21.2,10.850499,117.733333,51.1816,38,13,25,0.490196,13,13,34,38,21,0.446809,9.84,0,5554,23.566926,1.612429,74.525164,0.754859,0.544793,1.448333,2.390088,1.223285,1.496427,51.1816,4.28412,1.46562,2.8185,0.490196,1.46562,1.46562,3.83316,4.28412,2.36754,0.446809,1.109362,0,70.593048,2.656935,1.612429,8.401967,0.754859,0.544793,1.448333,95.5,4.790036,22.944444,5.015744,101,88,13,0.068783,90,97.5,99,101,9,0.047619,4.2,3,91409,95.608054,1.056396,302.339213,0.4992,-0.434791,1.571827,1,5,2,18,239
29,35,9/26/2015 19:09,7,0,18,23,10,1,1,16.3,29.709894,882.677778,182.269286,94,0,94,1,0,6,11,94,11,1,20.08,6,10601,32.559177,2.887051,102.961158,-0.705782,2.055638,5.867463,29.6,13.809819,190.711111,46.654795,56,13,43,0.623188,14,31,32,56,18,0.391304,9.76,7,10478,32.369739,1.730011,102.362102,#NAME?,0.377213,2.511658,3.337104,1.556919,2.423997,46.654795,6.31344,1.46562,4.84782,0.623188,1.57836,3.49494,3.60768,6.31344,2.02932,0.391304,1.100342,0.78918,133.178603,3.649364,1.730011,11.540303,#NAME?,0.377213,2.511658,102.1,4.383048,19.211111,4.292897,110,97,13,0.062802,99,101,106,110,7,0.034146,3.54,2.5,104417,102.184637,1.076483,323.136194,0.239249,0.713718,2.145343,1,5,2,19,239
30,36,9/26/2015 22:00,7,0,22,1,82,3,1,17.5,17.952097,322.277778,102.58341,50,0,50,1,0,12.5,23,50,23,1,14,11.5,5963,24.419255,2.047565,77.220464,#NAME?,0.77827,2.349532,30.3,12.247902,150.011111,40.42212,44,11,33,0.6,15,36,38,44,23,0.433962,10.38,2,10531,32.451502,1.355869,102.620661,#NAME?,-0.738581,1.816979,3.416022,1.380829,1.906687,40.42212,4.96056,1.24014,3.72042,0.6,1.6911,4.05864,4.28412,4.96056,2.59302,0.433962,1.170241,0.22548,133.852249,3.658582,1.355869,11.569453,#NAME?,-0.738581,1.816979,102.4,5.541761,30.711111,5.411876,108,92,16,0.08,100,105.5,106,108,6,0.029126,4.52,1.5,105134,102.534872,1.0533,324.243735,1.331042,-0.931996,2.410477,1,5,2,22,239
