,index,time,dayOfWeek,isWorkDay,sp#,win#,bldgI#,POI#,majVoted_actiLvl,muS,sdS,vaS,cvS,mxS,mnS,raS,c_raS,q1S,q2S,q3S,p95S,iqrS,c_iqrS,mad0S,mad1S,ES,rmsS,p2rmsS,rssS,snrS,skwS,kurS,muM,sdM,vaM,cvMM,mxM,mnM,raM,c_raM,q1M,q2M,q3M,p95M,iqrM,c_iqrM,mad0M,mad1M,EM,rmsM,p2rmsM,rssM,snrM,skwM,kurM,muC,sdC,vaC,cvC,mxC,mnC,raC,c_raC,q1C,q2C,q3C,p95C,iqrC,c_iqrC,mad0C,mad1C,EC,rmsC,p2rmsC,rssC,snrC,skwC,kurC,muH,sdH,vaH,cvH,mxH,mnH,raH,c_raH,q1H,q2H,q3H,p95H,iqrH,c_iqrH,mad0H,mad1H,EH,rmsH,p2rmsH,rssH,snrH,skwH,kurH,is_workday,day_of_week,epoch_number,hour,PID
394,1071,1/21/2016 8:29,5,1,342,5,18,1,3,93.7,67.005887,4489.788889,71.511085,164,0,164,1,27,98,162,164,135,0.714286,57.5,64.5,128205,113.227647,1.44841,358.057258,2.62651,-0.159998,1.403419,89.9,21.136856,446.766667,23.511519,113,62,51,0.291429,75,91,109,113,34,0.184783,19.3,18,84841,92.109174,1.226805,291.274784,0.567608,-0.156952,1.303323,8.579157,2.01709,4.068653,23.511519,10.78359,5.91666,4.86693,0.291429,7.15725,8.68413,10.40187,10.78359,3.24462,0.184783,1.841799,1.71774,772.637222,8.789979,1.226805,27.796353,0.567608,-0.156952,1.303323,155.5,20.673386,427.388889,13.294782,181,130,51,0.163987,137,148,177,181,40,0.127389,18.2,17.5,245649,156.731937,1.154838,495.629902,#NAME?,0.122323,1.370575,0,3,3,8,360
395,1072,1/21/2016 8:39,5,1,342,6,18,1,1,30,21.520017,463.111111,71.733388,68,0,68,1,9,33.5,42,68,33,0.647059,17.6,17,13168,36.287739,1.873911,114.751906,0.406297,0.176208,2.041551,46.3,14.697316,216.011111,31.743664,72,28,44,0.44,36,43,50,72,14,0.162791,11.16,7,23381,48.353904,1.489021,152.908469,-1.656097,0.754536,2.393421,4.418409,1.402565,1.967188,31.743664,6.87096,2.67204,4.19892,0.44,3.43548,4.10349,4.7715,6.87096,1.33602,0.162791,1.064999,0.66801,212.928076,4.614413,1.489021,14.592055,-1.656097,0.754536,2.393421,113.4,14.90861,222.266667,13.146923,140,92,48,0.206897,104,110.5,119,140,15,0.067265,11.8,7.5,130596,114.278607,1.225076,361.380686,#NAME?,0.512671,2.314828,0,3,3,8,360
396,1073,1/21/2016 8:49,5,1,342,7,18,1,1,28.25,50.406207,2540.785714,178.429052,125,0,125,1,0,0,50.5,125,50.5,1,40.125,0,24170,54.965899,2.274137,155.467038,#NAME?,1.245958,2.717684,49.375,21.104756,445.410714,42.743809,74,11,63,0.741176,35,53.5,66.5,74,31.5,0.310345,16.78125,16.5,22621,53.175417,1.39162,150.402793,#NAME?,-0.602725,2.306188,4.711856,2.014027,4.056304,42.743809,7.06182,1.04973,6.01209,0.741176,3.34005,5.105505,6.346095,7.06182,3.006045,0.310345,1.601435,1.574595,206.006843,5.07453,1.39162,14.352938,#NAME?,-0.602725,2.306188,121.875,10.934056,119.553571,8.971533,138,109,29,0.117409,112,121.5,130.5,138,18.5,0.076289,9.125,9.5,119665,122.303414,1.128341,345.926293,1.595983,0.277686,1.662722,0,3,3,8,360
397,1074,1/21/2016 9:15,5,1,343,1,42,2,1,21.3,34.797988,1210.9,163.370838,106,0,106,1,0,8,15,106,15,1,24.88,7.5,15435,39.287403,2.698066,124.237675,#NAME?,1.752494,4.607294,26.5,14.081114,198.277778,53.13628,56,11,45,0.671642,13,26,28,56,15,0.365854,9.6,7.5,8807,29.67659,1.887009,93.845618,-0.27566,0.817131,3.026465,2.528895,1.343761,1.805693,53.13628,5.34408,1.04973,4.29435,0.671642,1.24059,2.48118,2.67204,5.34408,1.43145,0.365854,0.916128,0.715725,80.204335,2.832037,1.887009,8.955687,-0.27566,0.817131,3.026465,84.9,10.082438,101.655556,11.875663,104,74,30,0.168539,75,86,89,104,14,0.085366,8.3,9.5,72995,85.437111,1.21727,270.175869,0.56215,0.48651,2.197681,0,3,1,9,360
398,1075,1/21/2016 9:55,5,1,343,5,42,2,0,0.6,1.897367,3.6,316.227766,6,0,6,1,0,0,0,6,0,,1.08,0,36,1.897367,3.162278,6,#NAME?,2.666667,8.111111,11.8,4.315347,18.622222,36.57074,24,10,14,0.411765,10,10.5,11,24,1,0.047619,2.44,0.5,1560,12.489996,1.921538,39.496835,#NAME?,2.600996,7.905896,1.126074,0.411814,0.16959,36.57074,2.29032,0.9543,1.33602,0.411765,0.9543,1.002015,1.04973,2.29032,0.09543,0.047619,0.232849,0.047715,14.20674,1.19192,1.921538,3.769183,#NAME?,2.600996,7.905896,61.1,4.863698,23.655556,7.960225,70,55,15,0.12,56,62,64,70,8,0.066667,3.88,3,37545,61.273975,1.14241,193.765322,#NAME?,0.204735,2.218525,0,3,1,9,360
399,1077,1/21/2016 10:15,5,1,343,7,42,2,0,5.7,14.063744,197.788889,246.732347,44,0,44,1,0,0,0,44,0,,9.12,0,2105,14.508618,3.03268,45.880279,#NAME?,2.319536,6.826183,14.4,8.448537,71.377778,58.670396,34,10,24,0.545455,10,11,11,34,1,0.047619,6.24,1,2716,16.480291,2.06307,52.115257,#NAME?,1.668823,4.064166,1.374192,0.806244,0.650029,58.670396,3.24462,0.9543,2.29032,0.545455,0.9543,1.04973,1.04973,3.24462,0.09543,0.047619,0.595483,0.09543,24.734299,1.572714,2.06307,4.973359,#NAME?,1.668823,4.064166,66.9,5.839521,34.1,8.72873,77,58,19,0.140741,63,67.5,69,77,6,0.045455,4.52,4.5,45063,67.12898,1.147046,212.280475,0.64961,0.222964,2.222821,0,3,1,10,360
400,1079,1/21/2016 10:49,5,1,344,1,57,2,1,51.5,45.068202,2031.142857,87.511072,111,6,105,0.897436,13.5,33.5,100.5,111,87,0.763158,39.375,25.5,35436,66.554489,1.667806,188.244522,#NAME?,0.365769,1.335549,42,12.873006,165.714286,30.650014,58,24,34,0.414634,34,37,56,58,22,0.244444,11,8,15272,43.692105,1.327471,123.579934,#NAME?,0.199309,1.58459,4.00806,1.228471,1.509141,30.650014,5.53494,2.29032,3.24462,0.414634,3.24462,3.53091,5.34408,5.53494,2.09946,0.244444,1.04973,0.76344,139.080346,4.169538,1.327471,11.793233,#NAME?,0.199309,1.58459,101.75,8.189715,67.071429,8.04886,113,90,23,0.1133,95,104,106.5,113,11.5,0.057072,6.3125,3.5,83294,102.037983,1.107431,288.606999,#NAME?,-0.42476,2.016498,0,3,1,10,360
401,1080,1/21/2016 10:59,5,1,344,2,57,2,0,1,3.162278,10,316.227766,10,0,10,1,0,0,0,10,0,,1.8,0,100,3.162278,3.162278,10,#NAME?,2.666667,8.111111,11.8,4.391912,19.288889,37.219591,24,10,14,0.411765,10,10,11,24,1,0.047619,2.68,0,1566,12.513992,1.917853,39.572718,#NAME?,2.45571,7.376096,1.126074,0.41912,0.175662,37.219591,2.29032,0.9543,1.33602,0.411765,0.9543,0.9543,1.04973,2.29032,0.09543,0.047619,0.255752,0,14.261382,1.19421,1.917853,3.776424,#NAME?,2.45571,7.376096,69.1,2.469818,6.1,3.574266,73,65,8,0.057971,67,69,71,73,4,0.028986,1.92,2,47803,69.139714,1.055833,218.638972,-1.50443,0.01959,2.119094,0,3,1,10,360
402,1083,1/21/2016 11:29,5,1,344,5,57,2,0,0.6,1.897367,3.6,316.227766,6,0,6,1,0,0,0,6,0,,1.08,0,36,1.897367,3.162278,6,-0.359268,2.666667,8.111111,11.9,4.280446,18.322222,35.970139,24,10,14,0.411765,10,11,11,24,1,0.047619,2.42,0.5,1581,12.573782,1.908734,39.761791,-0.515128,2.59919,7.903534,1.135617,0.408483,0.166858,35.970139,2.29032,0.9543,1.33602,0.411765,0.9543,1.04973,1.04973,2.29032,0.09543,0.047619,0.230941,0.047715,14.397985,1.199916,1.908734,3.794468,-0.515128,2.59919,7.903534,72.5,1.900292,3.611111,2.621093,76,70,6,0.041096,71,72,74,76,3,0.02069,1.6,1.5,52595,72.52241,1.047952,229.335998,#NAME?,0.460828,2.07929,0,3,1,11,360
403,1085,1/21/2016 12:24,5,1,346,1,65,2,0,34,47.189924,2226.888889,138.793893,118,0,118,1,0,6,78,118,78,1,39.4,6,31602,56.215656,2.099059,177.769514,#NAME?,0.890619,2.069273,28.7,21.071571,444.011111,73.420109,62,11,51,0.69863,11,19.5,48,62,37,0.627119,17.84,8.5,12233,34.975706,1.772659,110.602893,-1.790833,0.611616,1.742384,2.738841,2.01086,4.043558,73.420109,5.91666,1.04973,4.86693,0.69863,1.04973,1.860885,4.58064,5.91666,3.53091,0.627119,1.702471,0.811155,111.404523,3.337732,1.772659,10.554834,-1.790833,0.611616,1.742384,79.4,21.349993,455.822222,26.889161,119,57,62,0.352273,63,71.5,98,119,35,0.217391,17.88,14,67146,81.942663,1.452235,259.125452,#NAME?,0.6296,2.069083,0,3,1,12,360
404,1087,1/21/2016 12:44,5,1,346,3,65,2,0,1,3.162278,10,316.227766,10,0,10,1,0,0,0,10,0,,1.8,0,100,3.162278,3.162278,10,-0.359268,2.666667,8.111111,11.9,4.280446,18.322222,35.970139,24,10,14,0.411765,10,11,11,24,1,0.047619,2.42,0.5,1581,12.573782,1.908734,39.761791,-0.12879,2.59919,7.903534,1.135617,0.408483,0.166858,35.970139,2.29032,0.9543,1.33602,0.411765,0.9543,1.04973,1.04973,2.29032,0.09543,0.047619,0.230941,0.047715,14.397985,1.199916,1.908734,3.794468,-0.12879,2.59919,7.903534,67.3,3.164034,10.011111,4.701388,71,62,9,0.067669,65,68.5,69,71,4,0.029851,2.64,2.5,45383,67.366906,1.05393,213.032861,#NAME?,-0.467221,1.92399,0,3,1,12,360
405,1093,1/21/2016 13:44,5,1,346,9,65,2,0,35.4,44.833519,2010.044444,126.648359,105,0,105,1,0,7,67,105,67,1,39.68,7,30622,55.337148,1.89746,174.991428,0.455828,0.62815,1.690994,35.7,25.117723,630.9,70.357767,70,10,60,0.75,11,32,60,70,49,0.690141,22.1,22,18423,42.922022,1.630864,135.731352,1.298885,0.171716,1.322989,3.406851,2.396984,5.745534,70.357767,6.6801,0.9543,5.7258,0.75,1.04973,3.05376,5.7258,6.6801,4.67607,0.690141,2.109003,2.09946,167.776141,4.096049,1.630864,12.952843,1.298885,0.171716,1.322989,94,31.927,1019.333333,33.964894,136,61,75,0.380711,63,90.5,124,136,61,0.326203,28.2,28.5,97534,98.759303,1.377085,312.304339,0.824291,0.183541,1.363629,0,3,1,13,360
406,1094,1/21/2016 14:01,5,1,347,1,29,1,0,22.1,42.932635,1843.211111,194.265315,112,0,112,1,0,1,8,112,8,1,32.36,1,21473,46.338968,2.416972,146.536685,#NAME?,1.522036,3.398531,24.2,19.228451,369.733333,79.45641,60,10,50,0.714286,11,16.5,24,60,13,0.371429,13.92,6,9184,30.305115,1.979864,95.833188,-2.483718,1.193114,2.808555,2.309406,1.834971,3.367119,79.45641,5.7258,0.9543,4.7715,0.714286,1.04973,1.574595,2.29032,5.7258,1.24059,0.371429,1.328386,0.57258,83.637631,2.892017,1.979864,9.145361,-2.483718,1.193114,2.808555,80.4,14.645439,214.488889,18.21572,116,63,53,0.296089,74,77,78,116,4,0.026316,9.84,2.5,66572,81.591666,1.421714,258.015503,-17.491994,1.537872,4.669104,0,3,1,14,360
407,1098,1/21/2016 14:41,5,1,347,5,29,1,0,3.9,9.362455,87.655556,240.062938,29,0,29,1,0,0,0,29,0,,6.24,0,941,9.700515,2.989532,30.675723,#NAME?,2.221443,6.429492,14,7.007932,49.111111,50.056657,30,10,20,0.5,11,11,11,30,0,0,5.2,0,2402,15.498387,1.935685,49.010203,#NAME?,1.635499,3.917508,1.33602,0.668767,0.447249,50.056657,2.8629,0.9543,1.9086,0.5,1.04973,1.04973,1.04973,2.8629,0,0,0.496236,0,21.874738,1.479011,1.935685,4.677044,#NAME?,1.635499,3.917508,68.3,5.121849,26.233333,7.499046,76,63,13,0.093525,64,66,73,76,9,0.065693,4.56,2.5,46885,68.472622,1.109933,216.529444,#NAME?,0.423845,1.460615,0,3,1,14,360
408,1099,1/21/2016 14:51,5,1,347,6,29,1,0,6.3,12.392202,153.566667,196.701617,37,0,37,1,0,0,7,37,7,1,8.82,0,1779,13.337916,2.774047,42.178193,#NAME?,1.799127,4.844147,16.5,8.959787,80.277778,54.301738,32,10,22,0.52381,11,11,28,32,17,0.435897,7.7,1,3445,18.560711,1.724072,58.694122,#NAME?,0.896886,1.91723,1.574595,0.855032,0.73108,54.301738,3.05376,0.9543,2.09946,0.52381,1.04973,1.04973,2.67204,3.05376,1.62231,0.435897,0.734811,0.09543,31.373218,1.771249,1.724072,5.60118,#NAME?,0.896886,1.91723,77.2,9.531235,90.844444,12.34616,92,67,25,0.157233,68,76.5,84,92,16,0.105263,8.6,8,60416,77.72773,1.183619,245.796664,0.410041,0.231759,1.44412,0,3,1,14,360
409,1100,1/21/2016 15:01,5,1,347,7,29,1,0,5.9,10.692157,114.322222,181.223001,28,0,28,1,0,0,8,28,8,1,8.26,0,1377,11.734564,2.386113,37.107951,#NAME?,1.376469,3.141304,15.7,8.165646,66.677778,52.010485,30,10,20,0.5,11,11,24,30,13,0.371429,6.98,0.5,3065,17.507141,1.713586,55.362442,#NAME?,0.960983,2.054918,1.498251,0.779248,0.607227,52.010485,2.8629,0.9543,1.9086,0.5,1.04973,1.04973,2.29032,2.8629,1.24059,0.371429,0.666101,0.047715,27.912602,1.670707,1.713586,5.283238,#NAME?,0.960983,2.054918,74.9,5.087021,25.877778,6.79175,85,69,16,0.103896,72,73.5,77,85,5,0.033557,3.86,2.5,56333,75.055313,1.132498,237.345739,#NAME?,0.920737,2.738259,0,3,1,15,360
410,1102,1/21/2016 15:21,5,1,347,9,29,1,0,6.1,7.279347,52.988889,119.333553,17,0,17,1,0,2,12,17,12,1,6.52,2,849,9.21412,1.844995,29.137605,1.067497,0.465152,1.454825,18.6,8.30261,68.933333,44.637688,28,10,18,0.473684,11,17.5,26,28,15,0.405405,7.8,7,4080,20.19901,1.386207,63.874878,1.319283,0.048524,1.072433,1.774998,0.792318,0.627768,44.637688,2.67204,0.9543,1.71774,0.473684,1.04973,1.670025,2.48118,2.67204,1.43145,0.405405,0.744354,0.66801,37.15609,1.927592,1.386207,6.09558,1.319283,0.048524,1.072433,78.8,3.794733,14.4,4.815651,85,74,11,0.069182,76,78.5,81,85,5,0.031847,3.2,2.5,62224,78.882191,1.077556,249.447389,1.14273,0.381173,1.851109,0,3,1,15,360
411,1107,1/21/2016 20:02,5,1,354,1,29,1,0,1.7,5.375872,28.9,316.227766,17,0,17,1,0,0,0,17,0,,3.06,0,289,5.375872,3.162278,17,#NAME?,2.666667,8.111111,12.8,7.465476,55.733333,58.324032,34,10,24,0.545455,10,10.5,11,34,1,0.047619,4.24,0.5,2140,14.628739,2.324192,46.260134,#NAME?,2.644614,8.042272,1.221504,0.71243,0.507557,58.324032,3.24462,0.9543,2.29032,0.545455,0.9543,1.002015,1.04973,3.24462,0.09543,0.047619,0.404623,0.047715,19.488734,1.396021,2.324192,4.414605,#NAME?,2.644614,8.042272,73,5.696002,32.444444,7.802743,83,67,16,0.106667,69,70.5,79,83,10,0.067568,4.8,3,53582,73.199727,1.133884,231.477861,#NAME?,0.669252,1.903265,0,3,2,20,360
412,1110,1/21/2016 20:32,5,1,354,4,29,1,0,2.8,8.854377,78.4,316.227766,28,0,28,1,0,0,0,28,0,,5.04,0,784,8.854377,3.162278,28,#NAME?,2.666667,8.111111,12.5,6.168919,38.055556,49.351348,30,10,20,0.5,10,11,11,30,1,0.047619,3.5,0.5,1905,13.802174,2.173571,43.646306,#NAME?,2.634166,8.010709,1.192875,0.5887,0.346568,49.351348,2.8629,0.9543,1.9086,0.5,0.9543,1.04973,1.04973,2.8629,0.09543,0.047619,0.334005,0.047715,17.348616,1.317141,2.173571,4.165167,#NAME?,2.634166,8.010709,77.9,1.852926,3.433333,2.378595,81,76,5,0.031847,76,77.5,80,81,4,0.025641,1.5,1.5,60715,77.919831,1.03953,246.40414,0.398684,0.483824,1.797813,0,3,2,20,360
413,1111,1/21/2016 20:42,5,1,354,5,29,1,0,1.1,3.478505,12.1,316.227766,11,0,11,1,0,0,0,11,0,,1.98,0,121,3.478505,3.162278,11,#NAME?,2.666667,8.111111,12.1,4.909175,24.1,40.571695,26,10,16,0.444444,10,11,11,26,1,0.047619,2.78,0.5,1681,12.965338,2.005347,41,#NAME?,2.615353,7.952967,1.154703,0.468483,0.219476,40.571695,2.48118,0.9543,1.52688,0.444444,0.9543,1.04973,1.04973,2.48118,0.09543,0.047619,0.265295,0.047715,15.308674,1.237282,2.005347,3.91263,#NAME?,2.615353,7.952967,71.8,3.155243,9.955556,4.394488,77,66,11,0.076923,70,71.5,74,77,4,0.027778,2.4,2,51642,71.862368,1.071493,227.248762,-0.768381,-0.142281,2.573382,0,3,2,20,360
414,1113,1/21/2016 21:02,5,1,354,7,29,1,0,4.9,7.978443,63.655556,162.825371,19,0,19,1,0,0,14,19,14,1,6.86,0,813,9.016651,2.107212,28.513155,#NAME?,0.945712,1.998662,15.3,7.874713,62.011111,51.468715,28,10,18,0.473684,10,11,26,28,16,0.444444,6.82,1,2899,17.02645,1.6445,53.842363,#NAME?,0.8789,1.811128,1.460079,0.751484,0.564728,51.468715,2.67204,0.9543,1.71774,0.473684,0.9543,1.04973,2.48118,2.67204,1.52688,0.444444,0.650833,0.09543,26.400859,1.624834,1.6445,5.138177,#NAME?,0.8789,1.811128,76.3,1.251666,1.566667,1.640453,79,75,4,0.025974,76,76,76,79,0,0,0.88,0,58231,76.309239,1.035261,241.311003,1.059138,1.196931,3.382979,0,3,2,21,360
415,1117,1/21/2016 21:42,5,1,354,11,29,1,0,0.9,2.84605,8.1,316.227766,9,0,9,1,0,0,0,9,0,,1.62,0,81,2.84605,3.162278,9,-0.359268,2.666667,8.111111,12.1,4.201851,17.655556,34.726045,24,10,14,0.411765,11,11,11,24,0,0,2.38,0,1623,12.739702,1.883875,40.286474,-0.475566,2.616499,7.96165,1.154703,0.400983,0.160787,34.726045,2.29032,0.9543,1.33602,0.411765,1.04973,1.04973,1.04973,2.29032,0,0,0.227123,0,14.780474,1.21575,1.883875,3.844538,-0.475566,2.616499,7.96165,67.4,1.577621,2.488889,2.340684,70,65,5,0.037037,66,67,69,70,3,0.022222,1.28,1,45450,67.416615,1.03832,213.190056,#NAME?,0.193287,1.990434,0,3,2,21,360
416,1118,1/22/2016 1:58,6,1,358,1,18,1,0,5.7,9.080504,82.455556,159.30709,27,0,27,1,0,0,8,27,8,1,6.84,0,1067,10.329569,2.613855,32.664966,#NAME?,1.465884,3.989007,17.1,8.279157,68.544444,48.416124,30,10,20,0.5,11,11,24,30,13,0.371429,7.52,0.5,3541,18.817545,1.594257,59.506302,#NAME?,0.537822,1.466386,1.631853,0.79008,0.624226,48.416124,2.8629,0.9543,1.9086,0.5,1.04973,1.04973,2.29032,2.8629,1.24059,0.371429,0.717634,0.047715,32.247479,1.795758,1.594257,5.678686,#NAME?,0.537822,1.466386,78.2,3.119829,9.733333,3.989551,84,75,9,0.056604,76,77,81,84,5,0.031847,2.64,2,61240,78.25599,1.0734,247.46717,#NAME?,0.56836,2.013448,0,4,3,1,360
417,1119,1/22/2016 2:08,6,1,358,2,18,1,0,0.6,1.897367,3.6,316.227766,6,0,6,1,0,0,0,6,0,,1.08,0,36,1.897367,3.162278,6,-0.359268,2.666667,8.111111,11.9,4.280446,18.322222,35.970139,24,10,14,0.411765,10,11,11,24,1,0.047619,2.42,0.5,1581,12.573782,1.908734,39.761791,-0.164977,2.59919,7.903534,1.135617,0.408483,0.166858,35.970139,2.29032,0.9543,1.33602,0.411765,0.9543,1.04973,1.04973,2.29032,0.09543,0.047619,0.230941,0.047715,14.397985,1.199916,1.908734,3.794468,-0.164977,2.59919,7.903534,66.5,10.222524,104.5,15.372217,76,50,26,0.206349,57,71,74,76,17,0.129771,8.6,5,45163,67.203423,1.130895,212.515882,#NAME?,-0.691707,1.850381,0,4,3,2,360
418,1138,1/22/2016 5:18,6,1,358,21,18,1,0,0.8,2.529822,6.4,316.227766,8,0,8,1,0,0,0,8,0,,1.44,0,64,2.529822,3.162278,8,#NAME?,2.666667,8.111111,11.8,4.315347,18.622222,36.57074,24,10,14,0.411765,10,10.5,11,24,1,0.047619,2.44,0.5,1560,12.489996,1.921538,39.496835,#NAME?,2.600996,7.905896,1.126074,0.411814,0.16959,36.57074,2.29032,0.9543,1.33602,0.411765,0.9543,1.002015,1.04973,2.29032,0.09543,0.047619,0.232849,0.047715,14.20674,1.19192,1.921538,3.769183,#NAME?,2.600996,7.905896,67.7,4.270051,18.233333,6.307313,77,62,15,0.107914,65,66.5,70,77,5,0.037037,3.24,2.5,45997,67.821088,1.13534,214.469112,#NAME?,0.885978,3.321,0,4,3,5,360
419,1139,1/22/2016 5:28,6,1,358,22,18,1,0,7.4,13.769532,189.6,186.074751,38,0,38,1,0,0,9,38,9,1,10.36,0,2254,15.013327,2.531084,47.47631,#NAME?,1.496134,3.590033,15.7,8.705681,75.788889,55.4502,32,10,22,0.52381,10,11,24,32,14,0.411765,7.38,1,3147,17.739786,1.803855,56.098128,#NAME?,1.0138,2.233415,1.498251,0.830783,0.690201,55.4502,3.05376,0.9543,2.09946,0.52381,0.9543,1.04973,2.29032,3.05376,1.33602,0.411765,0.704273,0.09543,28.659367,1.692908,1.803855,5.353444,#NAME?,1.0138,2.233415,67.3,5.538752,30.677778,8.229944,79,60,19,0.136691,64,67,68,79,4,0.030303,3.76,2,45569,67.504815,1.170287,213.468967,#NAME?,0.765275,3.191808,0,4,3,5,360
420,1140,1/22/2016 5:38,6,1,358,23,18,1,0,0.4,1.264911,1.6,316.227766,4,0,4,1,0,0,0,4,0,,0.72,0,16,1.264911,3.162278,4,#NAME?,2.666667,8.111111,11.7,4.347413,18.9,37.157376,24,10,14,0.411765,10,10,11,24,1,0.047619,2.46,0,1539,12.405644,1.934603,39.23009,#NAME?,2.609036,7.928212,1.116531,0.414874,0.17212,37.157376,2.29032,0.9543,1.33602,0.411765,0.9543,0.9543,1.04973,2.29032,0.09543,0.047619,0.234758,0,14.015496,1.183871,1.934603,3.743728,#NAME?,2.609036,7.928212,69.9,5.839521,34.1,8.354107,75,57,18,0.136364,70,71.5,73,75,3,0.020979,4.16,1.5,49167,70.119184,1.069607,221.73633,#NAME?,-1.354514,3.519297,0,4,3,5,360
421,1151,1/22/2016 7:28,6,1,358,34,18,1,0,3.2,7.509993,56.4,234.687292,23,0,23,1,0,0,0,23,0,,5.12,0,610,7.81025,2.944848,24.698178,#NAME?,2.127877,6.041575,13.3,6.766749,45.788889,50.87781,28,10,18,0.473684,10,10,11,28,1,0.047619,5.08,0,2181,14.768209,1.895964,46.701178,0.542286,1.564119,3.57194,1.269219,0.645751,0.416994,50.87781,2.67204,0.9543,1.71774,0.473684,0.9543,0.9543,1.04973,2.67204,0.09543,0.047619,0.484784,0,19.862116,1.40933,1.895964,4.456693,0.542286,1.564119,3.57194,70.1,6.349978,40.322222,9.058457,85,65,20,0.133333,66,67,74,85,8,0.057143,4.92,2,49503,70.358368,1.208101,222.492697,#NAME?,1.350372,3.947289,0,4,3,7,360
422,1152,1/22/2016 7:38,6,1,358,35,18,1,0,1.3,2.750757,7.566667,211.596729,7,0,7,1,0,0,0,7,0,,2.08,0,85,2.915476,2.40098,9.219544,0.468817,1.527401,3.377638,15,5.868939,34.444444,39.12626,26,11,15,0.405405,11,13,13,26,2,0.083333,4.4,1,2560,16,1.625,50.596443,0.036079,1.407874,3.135276,1.43145,0.560073,0.313682,39.12626,2.48118,1.04973,1.43145,0.405405,1.04973,1.24059,1.24059,2.48118,0.19086,0.083333,0.419892,0.09543,23.313625,1.52688,1.625,4.828419,0.036079,1.407874,3.135276,83.8,4.565572,20.844444,5.448176,88,77,11,0.066667,78,86.5,87,88,9,0.054545,4.04,1.5,70412,83.911859,1.048719,265.352596,#NAME?,-0.557948,1.526484,0,4,3,7,360
423,1153,1/22/2016 7:48,6,1,358,36,18,1,0,9.3,10.975225,120.455556,118.013168,24,0,24,1,0,3,22,24,22,1,9.96,3,1949,13.960659,1.719117,44.14748,#NAME?,0.389544,1.2864,19.8,9.162726,83.955556,46.276396,30,10,20,0.5,11,19.5,28,30,17,0.435897,8.6,8.5,4676,21.624061,1.387343,68.381284,#NAME?,0.024884,1.077562,1.889514,0.874399,0.764574,46.276396,2.8629,0.9543,1.9086,0.5,1.04973,1.860885,2.67204,2.8629,1.62231,0.435897,0.820698,0.811155,42.583794,2.063584,1.387343,6.525626,#NAME?,0.024884,1.077562,81,5.944185,35.333333,7.3385,90,74,16,0.097561,76,78.5,86,90,10,0.061728,5.2,4,65928,81.196059,1.108428,256.764484,#NAME?,0.381431,1.585974,0,4,3,7,360
424,1159,1/22/2016 12:18,6,1,362,6,86,3,0,30.2,42.785771,1830.622222,141.674739,105,0,105,1,0,0,59,105,59,1,36.24,0,25596,50.59249,2.075407,159.9875,#NAME?,0.862019,2.0965,24.8,19.617453,384.844444,79.102631,56,10,46,0.69697,10,11,42,56,32,0.615385,17.36,1,9614,31.006451,1.806076,98.051007,#NAME?,0.665717,1.695253,2.366664,1.872093,3.504734,79.102631,5.34408,0.9543,4.38978,0.69697,0.9543,1.04973,4.00806,5.34408,3.05376,0.615385,1.656665,0.09543,87.553591,2.958946,1.806076,9.357008,#NAME?,0.665717,1.695253,75.4,16.208365,262.711111,21.496506,103,61,42,0.256098,63,69,93,103,30,0.192308,13.56,6.5,59216,76.951933,1.338498,243.343379,0.51053,0.779231,1.897814,0,4,1,12,360
425,1160,1/22/2016 12:28,6,1,362,7,86,3,1,35.888889,44.191188,1952.861111,123.133342,116,0,116,1,0,16,59,116,59,1,34.296296,16,27215,54.989898,2.109478,164.969694,1.111531,0.966279,2.385194,30.222222,20.333333,413.444444,67.279412,64,10,54,0.72973,10,26,40.5,64,30.5,0.60396,15.358025,16,11528,35.789508,1.788234,107.368524,1.014874,0.631518,2.131177,2.884107,1.94041,3.765191,67.279412,6.10752,0.9543,5.15322,0.72973,0.9543,2.48118,3.864915,6.10752,2.910615,0.60396,1.465616,1.52688,104.984169,3.415393,1.788234,10.246178,1.014874,0.631518,2.131177,73.666667,9.380832,88,12.73416,84,57,27,0.191489,69.75,76,80,84,10.25,0.068447,6.888889,3,49545,74.195687,1.132141,222.587062,1.252549,-0.813417,2.396993,0,4,1,12,360
426,1161,1/22/2016 15:18,6,1,369,1,18,1,0,3.8,9.065196,82.177778,238.557788,28,0,28,1,0,0,0,28,0,,6.08,0,884,9.402127,2.978049,29.732137,#NAME?,2.196637,6.32751,14,7.45356,55.555556,53.239714,30,10,20,0.5,10,11,11,30,1,0.047619,5.6,1,2460,15.684387,1.91273,49.598387,#NAME?,1.544321,3.5048,1.33602,0.711293,0.505938,53.239714,2.8629,0.9543,1.9086,0.5,0.9543,1.04973,1.04973,2.8629,0.09543,0.047619,0.534408,0.09543,22.402937,1.496761,1.91273,4.733174,#NAME?,1.544321,3.5048,61.6,8.50098,72.266667,13.800293,80,53,27,0.203008,54,62,66,80,12,0.1,6.6,6,38596,62.125679,1.287712,196.458647,#NAME?,0.857361,3.122659,0,4,1,15,360
