,index,time,dayOfWeek,isWorkDay,sp#,win#,bldgI#,POI#,majVoted_actiLvl,muS,sdS,vaS,cvS,mxS,mnS,raS,c_raS,q1S,q2S,q3S,p95S,iqrS,c_iqrS,mad0S,mad1S,ES,rmsS,p2rmsS,rssS,snrS,skwS,kurS,muM,sdM,vaM,cvMM,mxM,mnM,raM,c_raM,q1M,q2M,q3M,p95M,iqrM,c_iqrM,mad0M,mad1M,EM,rmsM,p2rmsM,rssM,snrM,skwM,kurM,muC,sdC,vaC,cvC,mxC,mnC,raC,c_raC,q1C,q2C,q3C,p95C,iqrC,c_iqrC,mad0C,mad1C,EC,rmsC,p2rmsC,rssC,snrC,skwC,kurC,muH,sdH,vaH,cvH,mxH,mnH,raH,c_raH,q1H,q2H,q3H,p95H,iqrH,c_iqrH,mad0H,mad1H,EH,rmsH,p2rmsH,rssH,snrH,skwH,kurH,is_workday,day_of_week,epoch_number,hour,PID
11,21,9/27/2015 21:34,1,0,38,4,5,1,0,4.5,9.559754,91.388889,212.438969,25,0,25,1,0,0,0,25,0,,7.2,0,1025,10.124228,2.469324,32.015621,-0.414798,1.556426,3.51232,13.8,7.495184,56.177778,54.312925,28,10,18,0.473684,10,10,11,28,1,0.047619,5.68,0,2410,15.524175,1.803639,49.091751,-0.630556,1.489095,3.234791,1.240344,0.673667,0.453827,54.312925,2.51664,0.8988,1.61784,0.473684,0.8988,0.8988,0.98868,2.51664,0.08988,0.047619,0.510518,0,19.468979,1.395313,1.803639,4.412367,-0.630556,1.489095,3.234791,64.5,5.29675,28.055556,8.212015,74,58,16,0.121212,60,63,68,74,8,0.0625,4.4,3.5,41855,64.69544,1.143821,204.584946,0.01913,0.532,2.025468,1,6,2,21,215
12,25,9/28/2015 9:17,2,1,42,1,5,1,1,60.8,50.731975,2573.733333,83.440749,119,0,119,1,0,59,117,119,117,1,42.36,58,60130,77.543536,1.534622,245.214192,#NAME?,-0.062226,1.411693,38,21.658973,469.111111,56.997297,62,10,52,0.722222,11,38,60,62,49,0.690141,17.6,22,18662,43.199537,1.435201,136.608931,-0.028384,-0.212261,1.48055,3.41544,1.946708,3.789674,56.997297,5.57256,0.8988,4.67376,0.722222,0.98868,3.41544,5.3928,5.57256,4.40412,0.690141,1.581888,1.97736,150.75937,3.882774,1.435201,12.278411,-0.028384,-0.212261,1.48055,82.1,18.33909,336.322222,22.337503,111,66,45,0.254237,68,72.5,100,111,32,0.190476,15.72,6.5,70431,83.923179,1.322638,265.388395,#NAME?,0.690307,1.778226,0,0,1,9,215
13,27,9/28/2015 9:37,2,1,42,3,5,1,0,0.5,1.581139,2.5,316.227766,5,0,5,1,0,0,0,5,0,,0.9,0,25,1.581139,3.162278,5,#NAME?,2.666667,8.111111,11.8,4.315347,18.622222,36.57074,24,10,14,0.411765,10,10.5,11,24,1,0.047619,2.44,0.5,1560,12.489996,1.921538,39.496835,#NAME?,2.600996,7.905896,1.060584,0.387863,0.150438,36.57074,2.15712,0.8988,1.25832,0.411765,0.8988,0.94374,0.98868,2.15712,0.08988,0.047619,0.219307,0.04494,12.602326,1.122601,1.921538,3.549976,#NAME?,2.600996,7.905896,68.9,2.685351,7.211111,3.897462,73,64,9,0.065693,67,69.5,71,73,4,0.028986,2.12,1.5,47537,68.947081,1.058783,218.029814,-1.346454,-0.359995,2.339256,0,0,1,9,215
14,28,9/28/2015 9:47,2,1,42,4,5,1,0,1.1,2.601282,6.766667,236.480158,8,0,8,1,0,0,0,8,0,,1.76,0,73,2.701851,2.960933,8.544004,#NAME?,2.160643,6.178416,13.1,5.258855,27.655556,40.143931,24,10,14,0.411765,10,11,11,24,1,0.047619,3.96,0.5,1965,14.017846,1.712103,44.328321,0.557447,1.501354,3.351724,1.177428,0.472666,0.223413,40.143931,2.15712,0.8988,1.25832,0.411765,0.8988,0.98868,0.98868,2.15712,0.08988,0.047619,0.355925,0.04494,15.874084,1.259924,1.712103,3.984229,0.557447,1.501354,3.351724,65.7,4.270051,18.233333,6.499316,72,58,14,0.107692,62,66,69,72,7,0.053435,3.36,3.5,43329,65.824767,1.093813,208.156191,0.067561,-0.278357,2.214081,0,0,1,9,215
15,31,9/28/2015 10:17,2,1,42,7,5,1,0,7,18.885621,356.666667,269.79458,60,0,60,1,0,0,0,60,0,,11.2,0,3700,19.235384,3.119251,60.827625,#NAME?,2.541388,7.676333,15.1,9.39799,88.322222,62.238347,38,10,28,0.583333,10,11,13,38,3,0.130435,6.76,1,3075,17.535678,2.167011,55.452683,#NAME?,1.777386,4.62922,1.357188,0.844691,0.713504,62.238347,3.41544,0.8988,2.51664,0.583333,0.8988,0.98868,1.16844,3.41544,0.26964,0.130435,0.607589,0.08988,24.841124,1.576107,2.167011,4.984087,#NAME?,1.777386,4.62922,77.8,5.553777,30.844444,7.138531,85,68,17,0.111111,75,78.5,82,85,7,0.044586,4.24,3.5,60806,77.978202,1.090048,246.588726,#NAME?,-0.314068,2.222097,0,0,1,10,215
16,32,9/28/2015 10:43,2,1,43,1,65,2,1,25.8,32.130982,1032.4,124.53869,104,0,104,1,2,18,24,104,22,0.846154,21.88,11,15948,39.934947,2.604235,126.285391,0.387602,1.615749,4.585088,27.9,13.169409,173.433333,47.202183,56,10,46,0.69697,22,27,32,56,10,0.185185,8.9,5,9345,30.569593,1.831886,96.66954,-0.213303,0.641768,3.364236,2.507652,1.183666,1.401066,47.202183,5.03328,0.8988,4.13448,0.69697,1.97736,2.42676,2.87616,5.03328,0.8988,0.185185,0.799932,0.4494,75.492783,2.747595,1.831886,8.688658,-0.213303,0.641768,3.364236,70.6,9.335714,87.155556,13.223391,87,58,29,0.2,62,69,77,87,15,0.107914,7.52,7,50628,71.153356,1.222711,225.006667,0.578069,0.405335,2.074592,0,0,1,10,215
17,33,9/28/2015 10:53,2,1,43,2,65,2,0,1.9,4.012481,16.1,211.183186,10,0,10,1,0,0,0,10,0,,3.04,0,181,4.254409,2.350502,13.453624,#NAME?,1.512911,3.310199,13.1,6.297266,39.655556,48.070731,26,10,16,0.444444,10,10,11,26,1,0.047619,4.76,0,2073,14.397917,1.805817,45.53021,#NAME?,1.512044,3.334496,1.177428,0.565998,0.320354,48.070731,2.33688,0.8988,1.43808,0.444444,0.8988,0.8988,0.98868,2.33688,0.08988,0.047619,0.427829,0,16.746553,1.294085,1.805817,4.092255,#NAME?,1.512044,3.334496,65.3,3.88873,15.122222,5.955176,71,60,11,0.083969,62,66,69,71,7,0.053435,3.24,3,42777,65.404128,1.085558,206.826014,#NAME?,-0.107071,1.708093,0,0,1,10,215
18,34,9/28/2015 11:03,2,1,43,3,65,2,0,4.8,5.533735,30.622222,115.286144,12,0,12,1,0,2,11,12,11,1,4.96,2,506,7.113368,1.686965,22.494444,0.458988,0.349342,1.292627,17.5,6.851602,46.944444,39.152009,24,11,13,0.371429,11,17.5,24,24,13,0.371429,6.5,6.5,3485,18.668155,1.285612,59.033889,0.526833,0,1,1.5729,0.615822,0.379237,39.152009,2.15712,0.98868,1.16844,0.371429,0.98868,1.5729,2.15712,2.15712,1.16844,0.371429,0.58422,0.58422,28.153274,1.677894,1.285612,5.305966,0.526833,0,1,66.9,6.822349,46.544444,10.197831,78,60,18,0.130435,62,64.5,75,78,13,0.094891,5.66,3.5,45175,67.21235,1.160501,212.544113,#NAME?,0.658994,1.810408,0,0,1,11,215
19,35,9/28/2015 11:13,2,1,43,4,65,2,1,49.3,39.760533,1580.9,80.650169,102,0,102,1,9,48.5,95,102,86,0.826923,32.9,43,38533,62.074955,1.643175,196.298242,-2.177403,0.090268,1.592714,35.6,16.86021,284.266667,47.360139,56,10,46,0.69697,26,36,54,56,28,0.35,13.2,14,15232,39.028195,1.43486,123.417989,-1.191941,-0.324163,1.943052,3.199728,1.515396,2.296424,47.360139,5.03328,0.8988,4.13448,0.69697,2.33688,3.23568,4.85352,5.03328,2.51664,0.35,1.186416,1.25832,123.050408,3.507854,1.43486,11.092809,-1.191941,-0.324163,1.943052,80.3,9.753062,95.122222,12.145781,95,65,30,0.1875,77,79,90,95,13,0.077844,7.56,8,65337,80.831306,1.175287,255.611033,-0.43879,-0.121922,2.05949,0,0,1,11,215
20,36,9/28/2015 11:23,2,1,43,5,65,2,1,10.3,11.324016,128.233333,109.941901,31,0,31,1,0,8,15,31,15,1,9.16,8,2215,14.882876,2.082931,47.063787,1.855552,0.68977,2.180367,20.8,8.778762,77.066667,42.205588,32,11,21,0.488372,11,24,28,32,17,0.435897,7.84,7,5020,22.405357,1.42823,70.851958,#NAME?,-0.17342,1.318325,1.869504,0.789035,0.622576,42.205588,2.87616,0.98868,1.88748,0.488372,0.98868,2.15712,2.51664,2.87616,1.52796,0.435897,0.704659,0.62916,40.55364,2.013793,1.42823,6.368174,#NAME?,-0.17342,1.318325,70.9,3.784471,14.322222,5.337759,79,65,14,0.097222,68,70.5,73,79,5,0.035461,2.7,2.5,50397,70.990844,1.11282,224.492762,-0.90664,0.638914,3.430313,0,0,1,11,215
21,41,9/28/2015 12:13,2,1,43,10,65,2,0,12.4,29.258237,856.044444,235.953526,93,0,93,1,0,0,8,93,8,1,18.24,0,9242,30.400658,3.059144,96.135321,#NAME?,2.391243,7.139955,18.2,13.717791,188.177778,75.372476,52,10,42,0.677419,11,11,24,52,13,0.371429,10.28,0,5006,22.374092,2.324117,70.753092,#NAME?,1.708773,4.693871,1.635816,1.232955,1.520178,75.372476,4.67376,0.8988,3.77496,0.677419,0.98868,0.98868,2.15712,4.67376,1.16844,0.371429,0.923966,0,40.440542,2.010983,2.324117,6.359288,#NAME?,1.708773,4.693871,72,10.077478,101.555556,13.996497,93,61,32,0.207792,65,70,75,93,10,0.071429,7.4,5,52754,72.631949,1.280428,229.682389,#NAME?,0.999068,2.998027,0,0,1,12,215
22,42,9/28/2015 13:56,2,1,45,1,57,2,0,6.4,13.922005,193.822222,217.531328,43,0,43,1,0,0,4,43,4,1,9.44,0,2154,14.676512,2.929851,46.411206,#NAME?,2.09946,5.977207,16.3,8.857514,78.455556,54.340577,34,11,23,0.511111,11,11,24,34,13,0.371429,7.42,0,3363,18.338484,1.854025,57.991379,#NAME?,1.105826,2.52575,1.465044,0.796113,0.633796,54.340577,3.05592,0.98868,2.06724,0.511111,0.98868,0.98868,2.15712,3.05592,1.16844,0.371429,0.66691,0,27.167708,1.648263,1.854025,5.212265,#NAME?,1.105826,2.52575,69.9,4.931757,24.322222,7.055446,79,63,16,0.112676,66,69,73,79,7,0.05036,3.88,3,49079,70.056406,1.127663,221.537807,-15.798185,0.525971,2.324287,0,0,1,13,215
23,46,9/28/2015 14:36,2,1,45,5,57,2,0,1,3.162278,10,316.227766,10,0,10,1,0,0,0,10,0,,1.8,0,100,3.162278,3.162278,10,0.793243,2.666667,8.111111,11.8,4.315347,18.622222,36.57074,24,10,14,0.411765,10,10.5,11,24,1,0.047619,2.44,0.5,1560,12.489996,1.921538,39.496835,1.493236,2.600996,7.905896,1.060584,0.387863,0.150438,36.57074,2.15712,0.8988,1.25832,0.411765,0.8988,0.94374,0.98868,2.15712,0.08988,0.047619,0.219307,0.04494,12.602326,1.122601,1.921538,3.549976,1.493236,2.600996,7.905896,64.3,5.437524,29.566667,8.456491,74,58,16,0.121212,59,63.5,67,74,8,0.063492,4.5,4,41611,64.506589,1.14717,203.987745,#NAME?,0.478803,2.015915,0,0,1,14,215
24,47,9/28/2015 14:46,2,1,45,6,57,2,0,9.3,16.938123,286.9,182.130351,50,0,50,1,0,0,9,50,9,1,12.08,0,3447,18.566098,2.693081,58.711157,0.921353,1.690919,4.409317,17.4,10.156552,103.155556,58.37099,36,10,26,0.565217,10,10,26,36,16,0.444444,8.88,0,3956,19.889696,1.809982,62.896741,0.444457,0.753151,1.958436,1.563912,0.912871,0.833333,58.37099,3.23568,0.8988,2.33688,0.565217,0.8988,0.8988,2.33688,3.23568,1.43808,0.444444,0.798134,0,31.958207,1.787686,1.809982,5.653159,0.444457,0.753151,1.958436,64.1,7.415449,54.988889,11.568564,77,55,22,0.166667,58,62.5,67,77,9,0.072,5.92,4.5,41583,64.484882,1.194078,203.919102,0.599592,0.595282,2.165401,0,0,1,14,215
25,48,9/28/2015 16:19,2,1,47,1,5,1,1,23.3,35.64345,1270.455556,152.976182,98,0,98,1,0,7.5,25,98,25,1,26.42,7.5,16863,41.064583,2.386485,129.857614,#NAME?,1.369788,3.220643,24.9,15.358313,235.877778,61.679972,54,10,44,0.6875,11,25,30,54,19,0.463415,11.5,14,8323,28.84961,1.871776,91.230477,#NAME?,0.737314,2.390345,2.238012,1.380405,1.905518,61.679972,4.85352,0.8988,3.95472,0.6875,0.98868,2.247,2.6964,4.85352,1.70772,0.463415,1.03362,1.25832,67.236643,2.593003,1.871776,8.199795,#NAME?,0.737314,2.390345,73.4,7.011102,49.155556,9.55191,89,66,23,0.148387,68,71.5,77,89,9,0.062069,5.48,5,54318,73.700746,1.207586,233.062223,#NAME?,1.04008,3.369458,0,0,1,16,215
26,49,9/28/2015 16:29,2,1,47,2,5,1,1,11.1,11.957796,142.988889,107.727893,38,0,38,1,0,8.5,17,38,17,1,9.12,8.5,2519,15.871358,2.39425,50.18964,#NAME?,1.091522,3.499304,22.2,8.283853,68.622222,37.314654,32,10,22,0.52381,11,25,28,32,17,0.435897,6.92,3,5546,23.549947,1.358814,74.471471,0.486903,-0.624827,1.742703,1.995336,0.744553,0.554359,37.314654,2.87616,0.8988,1.97736,0.52381,0.98868,2.247,2.51664,2.87616,1.52796,0.435897,0.62197,0.26964,44.802886,2.116669,1.358814,6.693496,0.486903,-0.624827,1.742703,75.5,4.719934,22.277778,6.251568,84,67,17,0.112583,72,76,78,84,6,0.04,3.5,2.5,57203,75.632665,1.110631,239.171487,#NAME?,-0.076856,2.785959,0,0,1,16,215
27,50,9/28/2015 16:39,2,1,47,3,5,1,0,6,10.498677,110.222222,174.977953,26,0,26,1,0,0,10,26,10,1,8.4,0,1352,11.627553,2.236068,36.769553,#NAME?,1.253411,2.787461,16.2,8.829244,77.955556,54.501508,32,10,22,0.52381,11,11,24,32,13,0.371429,7.48,0,3326,18.237324,1.754643,57.671483,#NAME?,1.015017,2.197161,1.456056,0.793572,0.629757,54.501508,2.87616,0.8988,1.97736,0.52381,0.98868,0.98868,2.15712,2.87616,1.16844,0.371429,0.672302,0,26.868806,1.639171,1.754643,5.183513,#NAME?,1.015017,2.197161,65.6,9.31188,86.711111,14.194939,90,58,32,0.216216,62,62.5,64,90,2,0.015873,6.16,1,43814,66.192145,1.359678,209.31794,#NAME?,2.030022,5.928381,0,0,1,16,215
28,51,9/28/2015 16:49,2,1,47,4,5,1,1,19,12.018504,144.444444,63.255286,35,0,35,1,7,20.5,29,35,22,0.611111,9.8,11,4910,22.15852,1.579528,70.071392,#NAME?,-0.128725,1.774888,26.8,6.679987,44.622222,24.925323,32,10,22,0.52381,24,29,32,32,8,0.142857,4.64,3,7584,27.539063,1.161986,87.086164,#NAME?,-1.688382,5.095903,2.408784,0.600397,0.360477,24.925323,2.87616,0.8988,1.97736,0.52381,2.15712,2.60652,2.87616,2.87616,0.71904,0.142857,0.417043,0.26964,61.266695,2.475211,1.161986,7.827304,#NAME?,-1.688382,5.095903,76.6,7.198765,51.822222,9.397866,83,59,24,0.169014,73,78.5,82,83,9,0.058065,5.08,4,59142,76.903836,1.07927,243.191283,-0.150406,-1.509377,4.6276,0,0,1,16,215
29,52,9/28/2015 16:59,2,1,47,5,5,1,0,2.8,6.545567,42.844444,233.770242,20,0,20,1,0,0,0,20,0,,4.48,0,464,6.811755,2.936101,21.540659,1.180813,2.110482,5.968509,13.5,6.670832,44.5,49.413571,28,10,18,0.473684,10,10.5,11,28,1,0.047619,5,0.5,2223,14.909728,1.877968,47.148701,0.263558,1.556479,3.567801,1.21338,0.599574,0.359489,49.413571,2.51664,0.8988,1.61784,0.473684,0.8988,0.94374,0.98868,2.51664,0.08988,0.047619,0.4494,0.04494,17.958315,1.340086,1.877968,4.237725,0.263558,1.556479,3.567801,68.3,3.198958,10.233333,4.683687,75,64,11,0.079137,66,68,70,75,4,0.029412,2.36,2,46741,68.36739,1.097014,216.19667,1.907285,0.700667,3.02765,0,0,1,16,215
30,54,9/28/2015 17:19,2,1,47,7,5,1,0,7.1,20.11329,404.544444,283.285778,64,0,64,1,0,0,0,64,0,,11.38,0,4145,20.359273,3.143531,64.381674,#NAME?,2.610481,7.922697,14.6,9.924157,98.488889,67.973677,40,10,30,0.6,10,10,11,40,1,0.047619,6.96,0,3018,17.372392,2.302504,54.936327,#NAME?,1.98198,5.43539,1.312248,0.891983,0.795634,67.973677,3.5952,0.8988,2.6964,0.6,0.8988,0.8988,0.98868,3.5952,0.08988,0.047619,0.625565,0,24.380655,1.561431,2.302504,4.937677,#NAME?,1.98198,5.43539,70.7,7.379401,54.455556,10.437625,90,63,27,0.176471,68,69,72,90,4,0.028571,4.44,2.5,50475,71.04576,1.266789,224.666419,-1.925056,1.892237,5.973617,0,0,1,17,215
31,55,9/28/2015 18:20,2,1,49,1,5,1,0,5.2,9.852242,97.066667,189.466187,30,0,30,1,0,0,10,30,10,1,7.28,0,1144,10.695794,2.804841,33.823069,#NAME?,1.79955,5.058608,16.1,8.372574,70.1,52.003567,32,11,21,0.488372,11,11,26,32,15,0.405405,7.14,0,3223,17.952716,1.78246,56.771472,#NAME?,1.004097,2.207356,1.447068,0.752527,0.566297,52.003567,2.87616,0.98868,1.88748,0.488372,0.98868,0.98868,2.33688,2.87616,1.3482,0.405405,0.641743,0,26.03673,1.61359,1.78246,5.10262,#NAME?,1.004097,2.207356,73.1,2.078995,4.322222,2.844043,77,70,7,0.047619,72,73,74,77,2,0.013699,1.7,1,53475,73.126603,1.052968,231.246622,0.485697,0.330019,2.395814,0,0,2,18,215
