,index,time,dayOfWeek,isWorkDay,sp#,win#,bldgI#,POI#,majVoted_actiLvl,muS,sdS,vaS,cvS,mxS,mnS,raS,c_raS,q1S,q2S,q3S,p95S,iqrS,c_iqrS,mad0S,mad1S,ES,rmsS,p2rmsS,rssS,snrS,skwS,kurS,muM,sdM,vaM,cvMM,mxM,mnM,raM,c_raM,q1M,q2M,q3M,p95M,iqrM,c_iqrM,mad0M,mad1M,EM,rmsM,p2rmsM,rssM,snrM,skwM,kurM,muC,sdC,vaC,cvC,mxC,mnC,raC,c_raC,q1C,q2C,q3C,p95C,iqrC,c_iqrC,mad0C,mad1C,EC,rmsC,p2rmsC,rssC,snrC,skwC,kurC,muH,sdH,vaH,cvH,mxH,mnH,raH,c_raH,q1H,q2H,q3H,p95H,iqrH,c_iqrH,mad0H,mad1H,EH,rmsH,p2rmsH,rssH,snrH,skwH,kurH,is_workday,day_of_week,epoch_number,hour,PID
12,43,8/21/2016 9:58,1,0,42,44,3,1,1,21.3,19.590531,383.788889,91.974322,60,0,60,1,0,25.5,34,60,34,1,15.64,13.5,7991,28.268357,2.122515,89.392393,1.836805,0.474834,2.47775,27.5,10.458914,109.388889,38.032416,40,13,27,0.509434,13,32,34,40,21,0.446809,8.7,4,8547,29.235253,1.368211,92.449986,0.88623,-0.598563,1.719281,2.608375,0.992028,0.98412,38.032416,3.794,1.23305,2.56095,0.509434,1.23305,3.0352,3.2249,3.794,1.99185,0.446809,0.825195,0.3794,76.893278,2.772964,1.368211,8.768881,0.88623,-0.598563,1.719281,103.1,4.605552,21.211111,4.467073,110,98,12,0.057692,98,102,107,110,9,0.043902,3.92,4,106487,103.192538,1.065969,326.323459,0.427233,0.24904,1.600441,1,6,1,9,524
13,44,8/21/2016 10:08,1,0,42,45,3,1,0,2.5,4.648775,21.611111,185.951009,14,0,14,1,0,0,5,14,5,1,3.5,0,257,5.069517,2.761604,16.03122,1.424867,1.713712,4.745574,16.9,7.936554,62.988889,46.961858,32,11,21,0.488372,11,13,24,32,13,0.371429,6.66,2,3423,18.501351,1.729603,58.50641,1.196783,1.010949,2.311035,1.602965,0.752782,0.566681,46.961858,3.0352,1.04335,1.99185,0.488372,1.04335,1.23305,2.2764,3.0352,1.23305,0.371429,0.631701,0.1897,30.795097,1.754853,1.729603,5.549333,1.196783,1.010949,2.311035,93.7,3.622461,13.122222,3.86602,103,90,13,0.067358,92,93,95,103,3,0.016043,2.38,1.5,87915,93.762999,1.098514,296.504637,0.558763,1.792644,5.552361,1,6,1,10,524
14,45,8/21/2016 10:18,1,0,42,46,3,1,0,2.2,4.732864,22.4,215.130174,13,0,13,1,0,0,0,13,0,,3.52,0,250,5,2.6,15.811388,-0.580165,1.644929,3.919643,15.5,7.199537,51.833333,46.448626,30,10,20,0.5,12,13,13,30,1,0.04,5.4,1,2869,16.938123,1.771153,53.563047,-0.275199,1.442456,3.234992,1.470175,0.682876,0.46632,46.448626,2.8455,0.9485,1.897,0.5,1.1382,1.23305,1.23305,2.8455,0.09485,0.04,0.51219,0.09485,25.811023,1.606581,1.771153,5.080455,-0.275199,1.442456,3.234992,98.8,4.825856,23.288889,4.88447,105,93,12,0.060606,95,98,103,105,8,0.040404,4.4,4,97824,98.906016,1.061614,312.768285,0.390542,0.129055,1.293529,1,6,1,10,524
15,46,8/21/2016 10:42,1,0,43,1,3,1,0,11.3,18.76788,352.233333,166.087437,60,0,60,1,0,3.5,13,60,13,1,12.42,3.5,4447,21.087911,2.845232,66.685831,-0.940398,1.945534,5.697308,22.4,11.197222,125.377778,49.987598,38,11,27,0.55102,12,21.5,32,38,20,0.454545,10.4,9.5,6146,24.791127,1.532806,78.396428,0.582278,0.119574,1.196033,2.12464,1.062056,1.127964,49.987598,3.6043,1.04335,2.56095,0.55102,1.1382,2.039275,3.0352,3.6043,1.897,0.454545,0.98644,0.901075,55.292627,2.351438,1.532806,7.435901,0.582278,0.119574,1.196033,99.3,6.634087,44.011111,6.680853,109,88,21,0.106599,93,100,105,109,12,0.060606,5.04,5.5,99001,99.499246,1.095486,314.644244,#NAME?,-0.271875,2.081156,1,6,1,10,524
16,47,8/21/2016 10:52,1,0,43,2,3,1,0,1.6,3.50238,12.266667,218.898759,10,0,10,1,0,0,0,10,0,,2.56,0,136,3.687818,2.711631,11.661904,#NAME?,1.75868,4.435413,15.4,5.699903,32.488889,37.012354,28,11,17,0.435897,13,13,13,28,0,0,4.24,0,2664,16.321765,1.715501,51.613952,#NAME?,1.552364,3.658794,1.46069,0.540636,0.292287,37.012354,2.6558,1.04335,1.61245,0.435897,1.23305,1.23305,1.23305,2.6558,0,0,0.402164,0,23.966736,1.548119,1.715501,4.895583,#NAME?,1.552364,3.658794,97.6,2.988868,8.933333,3.062365,101,92,9,0.046632,96,98,100,101,4,0.020408,2.4,2,95338,97.64118,1.0344,308.768522,#NAME?,-0.565329,2.268434,1,6,1,10,524
17,49,8/21/2016 11:12,1,0,43,4,3,1,0,5.5,6.620675,43.833333,120.375903,15,0,15,1,0,2,14,15,14,1,5.8,2,697,8.348653,1.796697,26.400758,#NAME?,0.510932,1.49101,19.7,9.117139,83.122222,46.279893,32,11,21,0.488372,11,18.5,26,32,15,0.405405,8.3,7.5,4629,21.515111,1.487327,68.036755,#NAME?,0.211198,1.325835,1.868545,0.864761,0.747811,46.279893,3.0352,1.04335,1.99185,0.488372,1.04335,1.754725,2.4661,3.0352,1.42275,0.405405,0.787255,0.711375,41.644903,2.040708,1.487327,6.453286,#NAME?,0.211198,1.325835,88.9,9.837005,96.766667,11.065247,104,79,25,0.136612,80,84.5,96,104,16,0.090909,8.68,5,79903,89.388478,1.163461,282.671187,#NAME?,0.501547,1.606204,1,6,1,11,524
18,50,8/21/2016 11:22,1,0,43,5,3,1,0,0.4,1.264911,1.6,316.227766,4,0,4,1,0,0,0,4,0,,0.72,0,16,1.264911,3.162278,4,#NAME?,2.666667,8.111111,12.3,4.110961,16.9,33.422447,24,11,13,0.371429,11,11,11,24,0,0,2.34,0,1665,12.903488,1.859962,40.804412,#NAME?,2.666667,8.111111,1.166655,0.389925,0.152041,33.422447,2.2764,1.04335,1.23305,0.371429,1.04335,1.04335,1.04335,2.2764,0,0,0.221949,0,14.97921,1.223896,1.859962,3.870298,#NAME?,2.666667,8.111111,78.8,1.549193,2.4,1.965981,82,76,6,0.037975,78,79,79,82,1,0.006369,1.04,1,62116,78.813704,1.040428,249.230817,#NAME?,0.347767,3.635802,1,6,1,11,524
19,51,8/21/2016 11:32,1,0,43,6,3,1,0,2.3,4.295993,18.455556,186.782303,13,0,13,1,0,0,5,13,5,1,3.22,0,219,4.679744,2.77793,14.798649,1.43294,1.741998,4.860646,15.1,6.62403,43.877778,43.867751,26,11,15,0.405405,11,11,24,26,13,0.371429,5.74,0,2675,16.355427,1.589686,51.720402,1.035691,0.895602,1.83668,1.432235,0.628289,0.394747,43.867751,2.4661,1.04335,1.42275,0.405405,1.04335,1.04335,2.2764,2.4661,1.23305,0.371429,0.544439,0,24.065698,1.551312,1.589686,4.90568,1.035691,0.895602,1.83668,80.1,5.782156,33.433333,7.218672,89,70,19,0.119497,77,81,84,89,7,0.043478,4.28,3.5,64461,80.287608,1.108515,253.891709,#NAME?,-0.424872,2.418739,1,6,1,11,524
20,52,8/21/2016 11:42,1,0,43,7,3,1,0,1.9,4.175324,17.433333,219.753913,12,0,12,1,0,0,0,12,0,,3.04,0,193,4.393177,2.731509,13.892444,-0.240061,1.78294,4.544234,14,6.324555,40,45.175395,26,11,15,0.405405,11,11,11,26,0,0,4.8,0,2320,15.231546,1.706984,48.166378,-0.495727,1.5,3.25,1.3279,0.599884,0.359861,45.175395,2.4661,1.04335,1.42275,0.405405,1.04335,1.04335,1.04335,2.4661,0,0,0.45528,0,20.871932,1.444712,1.706984,4.568581,-0.495727,1.5,3.25,83.2,6.160808,37.955556,7.404817,92,77,15,0.088757,78,79.5,90,92,12,0.071429,5.64,2,69564,83.405036,1.103051,263.749882,#NAME?,0.403179,1.291624,1,6,1,11,524
21,53,8/21/2016 11:52,1,0,43,8,3,1,0,8.7,20.923405,437.788889,240.498911,67,0,67,1,0,0,8,67,8,1,12.32,0,4697,21.672563,3.091466,68.534663,-2.4463,2.475157,7.467396,16.4,9.935347,98.711111,60.581381,40,10,30,0.6,11,11,24,40,13,0.371429,7.76,0,3578,18.915602,2.114656,59.816386,1.376958,1.530436,4.100786,1.55554,0.942368,0.888057,60.581381,3.794,0.9485,2.8455,0.6,1.04335,1.04335,2.2764,3.794,1.23305,0.371429,0.736036,0,32.189558,1.794145,2.114656,5.673584,1.376958,1.530436,4.100786,77,2.905933,8.444444,3.773938,82,72,10,0.064935,76,77,79,82,3,0.019355,2,1.5,59366,77.049335,1.064253,243.65139,0.096818,-0.229098,2.666205,1,6,1,11,524
22,55,8/21/2016 12:12,1,0,43,10,3,1,1,22.9,26.451003,699.655556,115.506563,89,0,89,1,0,19,25,89,25,1,17.08,12.5,11541,33.972047,2.619801,107.429046,-0.569444,1.615839,5.037594,26.9,12.973905,168.322222,48.230132,54,11,43,0.661538,13,29,30,54,17,0.395349,9.14,3,8751,29.582089,1.825429,93.54678,#NAME?,0.516341,3.082175,2.551465,1.230575,1.514315,48.230132,5.1219,1.04335,4.07855,0.661538,1.23305,2.75065,2.8455,5.1219,1.61245,0.395349,0.866929,0.28455,78.728568,2.805861,1.825429,8.872912,#NAME?,0.516341,3.082175,92.9,5.933895,35.211111,6.387401,99,80,19,0.106145,91,93.5,98,99,7,0.037037,4.32,3.5,86621,93.070403,1.063711,294.314458,#NAME?,-0.976438,3.231966,1,6,1,12,524
23,56,8/21/2016 12:22,1,0,43,11,3,1,0,36.3,39.799637,1584.011111,109.640873,98,0,98,1,0,29,74,98,74,1,36.3,29,27433,52.376521,1.871067,165.629104,0.273155,0.237249,1.371829,28.1,18.621672,346.766667,66.269295,54,11,43,0.661538,11,24.5,48,54,37,0.627119,17.1,13.5,11017,33.191866,1.626905,104.961898,0.243153,0.182731,1.242671,2.665285,1.766266,3.119694,66.269295,5.1219,1.04335,4.07855,0.661538,1.04335,2.323825,4.5528,5.1219,3.50945,0.627119,1.621935,1.280475,99.114688,3.148249,1.626905,9.955636,0.243153,0.182731,1.242671,95.5,14.66856,215.166667,15.359749,113,77,36,0.189474,81,94,111,113,30,0.15625,12.9,14,93139,96.508549,1.170881,305.186828,0.184645,0.040189,1.352915,1,6,1,12,524
24,57,8/21/2016 12:32,1,0,43,12,3,1,1,23.3,24.161724,583.788889,103.698385,71,0,71,1,0,16.5,32,71,32,1,18.56,16,10683,32.684859,2.17226,103.358599,2.143485,0.86828,2.617492,30.1,10.764654,115.877778,35.76297,46,13,33,0.559322,28,29.5,38,46,10,0.151515,7.92,7.5,10103,31.785217,1.447214,100.513681,0.480958,-0.406736,2.295549,2.854985,1.021027,1.042497,35.76297,4.3631,1.23305,3.13005,0.559322,2.6558,2.798075,3.6043,4.3631,0.9485,0.151515,0.751212,0.711375,90.891867,3.014828,1.447214,9.533723,0.480958,-0.406736,2.295549,100.5,8.127457,66.055556,8.087022,113,90,23,0.1133,94,98.5,109,113,15,0.073892,6.5,5,101597,100.795337,1.121084,318.742843,#NAME?,0.468605,1.825781,1,6,1,12,524
25,59,8/21/2016 12:52,1,0,43,14,3,1,0,8.9,18.716897,350.322222,210.30221,56,0,56,1,0,0,5,56,5,1,13.24,0,3945,19.862024,2.819451,62.809235,-0.026182,1.901624,5.128955,17.3,9.832486,96.677778,56.835178,38,11,27,0.55102,11,12,24,38,13,0.371429,8.02,1,3863,19.654516,1.933398,62.153037,0.081184,1.208647,2.90848,1.640905,0.932611,0.869764,56.835178,3.6043,1.04335,2.56095,0.55102,1.04335,1.1382,2.2764,3.6043,1.23305,0.371429,0.760697,0.09485,34.753566,1.864231,1.933398,5.895216,0.081184,1.208647,2.90848,88.7,4.423423,19.566667,4.986948,94,82,12,0.068182,85,88,93,94,8,0.044944,3.64,5,78853,88.799212,1.058568,280.807763,#NAME?,-0.203304,1.636033,1,6,1,12,524
26,60,8/21/2016 13:02,1,0,43,15,3,1,0,1.7,3.653005,13.344444,214.882638,10,0,10,1,0,0,0,10,0,,2.72,0,149,3.860052,2.590639,12.206556,#NAME?,1.637051,3.883592,14.7,5.558777,30.9,37.814808,26,10,16,0.444444,11,13,13,26,2,0.083333,4.12,1,2439,15.617298,1.664821,49.386233,#NAME?,1.375704,3.19239,1.394295,0.52725,0.277993,37.814808,2.4661,0.9485,1.5176,0.444444,1.04335,1.23305,1.23305,2.4661,0.1897,0.083333,0.390782,0.09485,21.942518,1.481301,1.664821,4.684284,#NAME?,1.375704,3.19239,84.6,9.465728,89.6,11.188803,96,72,24,0.142857,77,81.5,94,96,17,0.099415,8.32,8.5,72378,85.075261,1.128413,269.031597,#NAME?,0.114938,1.402798,1,6,1,13,524
27,61,8/21/2016 13:12,1,0,43,16,3,1,1,27,28.959742,838.666667,107.258304,80,0,80,1,0,20,46,80,46,1,23,20,14838,38.520125,2.076836,121.81133,0.216005,0.725569,2.168789,27.3,13.12377,172.233333,48.072417,48,11,37,0.627119,11,28,36,48,25,0.531915,10.3,11,9003,30.005,1.599733,94.88414,-0.311131,-0.008724,1.865932,2.589405,1.24479,1.549501,48.072417,4.5528,1.04335,3.50945,0.627119,1.04335,2.6558,3.4146,4.5528,2.37125,0.531915,0.976955,1.04335,80.995692,2.845974,1.599733,8.999761,-0.311131,-0.008724,1.865932,92.7,9.661493,93.344444,10.422322,108,81,27,0.142857,86,92.5,96,108,10,0.054945,7.5,6,86773,93.152026,1.159395,294.572572,0.357771,0.457054,2.12963,1,6,1,13,524
28,62,8/21/2016 13:36,1,0,44,1,3,1,0,19,34.928498,1220,183.834202,91,0,91,1,0,0,12,91,12,1,26.2,0,14590,38.196859,2.382395,120.789072,-0.471489,1.473556,3.300051,22.3,15.748369,248.011111,70.620487,52,11,41,0.650794,11,13,26,52,15,0.405405,12.56,2,7205,26.842131,1.937253,84.882271,#NAME?,1.086835,2.58885,2.115155,1.493733,2.231238,70.620487,4.9322,1.04335,3.88885,0.650794,1.04335,1.23305,2.4661,4.9322,1.42275,0.405405,1.191316,0.1897,64.819945,2.545976,1.937253,8.051083,#NAME?,1.086835,2.58885,94.4,7.456541,55.6,7.898878,109,86,23,0.117949,89,92.5,100,109,11,0.058201,5.88,4.5,89614,94.664671,1.151433,299.355975,#NAME?,0.753403,2.441306,1,6,1,13,524
29,63,8/21/2016 13:46,1,0,44,2,3,1,0,18.6,27.334146,747.155556,146.957776,77,0,77,1,0,5,35,77,35,1,21.84,5,10184,31.91238,2.412857,100.915806,#NAME?,1.21031,3.032417,22.3,13.132233,172.455556,58.888939,46,11,35,0.614035,11,18.5,34,46,23,0.511111,11.3,7.5,6525,25.54408,1.800809,80.777472,#NAME?,0.536385,1.873632,2.115155,1.245592,1.5515,58.888939,4.3631,1.04335,3.31975,0.614035,1.04335,1.754725,3.2249,4.3631,2.18155,0.511111,1.071805,0.711375,58.702309,2.422856,1.800809,7.661743,#NAME?,0.536385,1.873632,92.4,5.699903,32.488889,6.168726,103,85,18,0.095745,90,91.5,94,103,4,0.021739,4.08,2,85670,92.55809,1.112815,292.69438,#NAME?,0.508802,2.573854,1,6,1,13,524
30,65,8/21/2016 14:06,1,0,44,4,3,1,0,0.4,1.264911,1.6,316.227766,4,0,4,1,0,0,0,4,0,,0.72,0,16,1.264911,3.162278,4,0.793243,2.666667,8.111111,12.3,4.110961,16.9,33.422447,24,11,13,0.371429,11,11,11,24,0,0,2.34,0,1665,12.903488,1.859962,40.804412,0.793243,2.666667,8.111111,1.166655,0.389925,0.152041,33.422447,2.2764,1.04335,1.23305,0.371429,1.04335,1.04335,1.04335,2.2764,0,0,0.221949,0,14.97921,1.223896,1.859962,3.870298,0.793243,2.666667,8.111111,85.4,2.221111,4.933333,2.600832,89,83,6,0.034884,84,84.5,88,89,4,0.023256,1.88,1.5,72976,85.425991,1.041837,270.140704,#NAME?,0.492536,1.711468,1,6,1,14,524
31,66,8/21/2016 14:16,1,0,44,5,3,1,0,8.3,18.318479,335.566667,220.704564,53,0,53,1,0,0,0,53,0,,13.28,0,3709,19.258764,2.751994,60.90156,0.792249,1.809266,4.661842,18.2,11.370527,129.288889,62.475424,38,11,27,0.55102,11,11,29,38,18,0.45,9.68,0,4476,21.156559,1.796133,66.902915,#NAME?,0.978487,2.101556,1.72627,1.078495,1.16315,62.475424,3.6043,1.04335,2.56095,0.55102,1.04335,1.04335,2.75065,3.6043,1.7073,0.45,0.918148,0,40.268435,2.0067,1.796133,6.345741,#NAME?,0.978487,2.101556,93.4,11.057426,122.266667,11.838786,113,83,30,0.153061,86,88,102,113,16,0.085106,9.08,4.5,88336,93.987233,1.202291,297.213728,#NAME?,0.833988,2.118611,1,6,1,14,524
