,index,time,dayOfWeek,isWorkDay,sp#,win#,bldgI#,POI#,majVoted_actiLvl,muS,sdS,vaS,cvS,mxS,mnS,raS,c_raS,q1S,q2S,q3S,p95S,iqrS,c_iqrS,mad0S,mad1S,ES,rmsS,p2rmsS,rssS,snrS,skwS,kurS,muM,sdM,vaM,cvMM,mxM,mnM,raM,c_raM,q1M,q2M,q3M,p95M,iqrM,c_iqrM,mad0M,mad1M,EM,rmsM,p2rmsM,rssM,snrM,skwM,kurM,muC,sdC,vaC,cvC,mxC,mnC,raC,c_raC,q1C,q2C,q3C,p95C,iqrC,c_iqrC,mad0C,mad1C,EC,rmsC,p2rmsC,rssC,snrC,skwC,kurC,muH,sdH,vaH,cvH,mxH,mnH,raH,c_raH,q1H,q2H,q3H,p95H,iqrH,c_iqrH,mad0H,mad1H,EH,rmsH,p2rmsH,rssH,snrH,skwH,kurH,is_workday,day_of_week,epoch_number,hour,PID
10,17,8/28/2015 12:02,6,1,4,9,6,1,0,40.1,43.283176,1873.433333,107.938095,117,0,117,1,0,29.5,69,117,69,1,36.32,29.5,32941,57.394251,2.038532,181.496556,#NAME?,0.5677,1.945707,32.3,19.737443,389.566667,61.106635,64,10,54,0.72973,13,32,46,64,33,0.559322,16.16,19,13939,37.33497,1.714211,118.063542,-0.035593,0.254123,1.661802,3.667342,2.240989,5.022033,61.106635,7.26656,1.1354,6.13116,0.72973,1.47602,3.63328,5.22284,7.26656,3.74682,0.559322,1.834806,2.15726,179.692271,4.239013,1.714211,13.404935,-0.035593,0.254123,1.661802,95.3,10.625441,112.9,11.149466,110,80,30,0.157895,87,92.5,105,110,18,0.09375,9.16,8.5,91837,95.831623,1.147847,303.046201,#NAME?,0.168147,1.591361,0,4,1,12,66
11,19,8/28/2015 12:34,6,1,5,2,43,2,0,33.8,48.288025,2331.733333,142.863979,114,0,114,1,0,0,89,114,89,1,40.72,0,32410,56.929781,2.002467,180.027776,#NAME?,0.800512,1.819289,28.8,22.860932,522.622222,79.378237,64,12,52,0.684211,12,13,58,64,46,0.657143,19.76,1,12998,36.052739,1.775177,114.008772,#NAME?,0.706399,1.651242,3.269952,2.59563,6.737296,79.378237,7.26656,1.36248,5.90408,0.684211,1.36248,1.47602,6.58532,7.26656,5.22284,0.657143,2.24355,0.11354,167.561528,4.093428,1.775177,12.944556,#NAME?,0.706399,1.651242,93.6,12.212926,149.155556,13.047998,116,80,36,0.183673,83,92.5,105,116,22,0.117021,9.8,10,88952,94.314368,1.229929,298.248219,#NAME?,0.525002,2.052897,0,4,1,12,66
12,23,8/28/2015 13:14,6,1,5,6,43,2,0,8.2,11.516172,132.622222,140.441124,32,0,32,1,0,0,16,32,16,1,9.84,0,1866,13.660161,2.342579,43.197222,0.625181,0.937229,2.579006,20.6,10.394443,108.044444,50.458461,36,12,24,0.5,13,13,30,36,17,0.395349,9.52,1,5216,22.838564,1.576281,72.22188,0.404057,0.489267,1.357782,2.338924,1.180185,1.392837,50.458461,4.08744,1.36248,2.72496,0.5,1.47602,1.47602,3.4062,4.08744,1.93018,0.395349,1.080901,0.11354,67.241186,2.593091,1.576281,8.200072,0.404057,0.489267,1.357782,91.9,4.408325,19.433333,4.796872,103,89,14,0.072917,90,90,92,103,2,0.010989,3.06,0.5,84631,91.995109,1.119625,290.914077,#NAME?,1.850406,5.122554,0,4,1,13,66
13,24,8/28/2015 13:24,6,1,5,7,43,2,0,3.1,5.195083,26.988889,167.583327,13,0,13,1,0,0,7,13,7,1,4.34,0,339,5.822371,2.232768,18.411953,#NAME?,1.097725,2.437064,18.8,9.589346,91.955556,51.007159,34,12,22,0.478261,13,13,32,34,19,0.422222,8.32,0,4362,20.885402,1.627931,66.045439,#NAME?,0.880162,1.796215,2.134552,1.088774,1.18543,51.007159,3.86036,1.36248,2.49788,0.478261,1.47602,1.47602,3.63328,3.86036,2.15726,0.422222,0.944653,0,56.231988,2.371328,1.627931,7.498799,#NAME?,0.880162,1.796215,96.4,4.273952,18.266667,4.43356,102,90,12,0.0625,93,96,100,102,7,0.036269,3.8,4,93094,96.485232,1.057157,305.113094,#NAME?,-0.065888,1.489673,0,4,1,13,66
14,25,8/28/2015 13:34,6,1,5,8,43,2,0,26,41.266074,1702.888889,158.71567,108,0,108,1,0,4.5,29,108,29,1,31,4.5,22086,46.995744,2.29808,148.613593,#NAME?,1.339475,3.043302,28.6,18.19768,331.155556,63.628252,62,13,49,0.653333,13,26,32,62,19,0.422222,13.52,13,11160,33.406586,1.855921,105.640901,#NAME?,0.923036,2.50903,3.247244,2.066165,4.269036,63.628252,7.03948,1.47602,5.56346,0.653333,1.47602,2.95204,3.63328,7.03948,2.15726,0.422222,1.535061,1.47602,143.867261,3.792984,1.855921,11.994468,#NAME?,0.923036,2.50903,97.8,11.143508,124.177778,11.39418,118,86,32,0.156863,92,94,103,118,11,0.05641,8.72,4.5,96766,98.369711,1.199556,311.072339,#NAME?,0.935146,2.499994,0,4,1,13,66
15,26,8/28/2015 21:26,6,1,15,1,9,1,2,53.2,46.170698,2131.733333,86.787026,119,4,115,0.934959,13,41.5,112,119,99,0.792,39.04,32,47488,68.911537,1.726852,217.917416,#NAME?,0.423912,1.567575,53.4,11.701852,136.933333,21.91358,70,38,32,0.296296,44,51,68,70,24,0.214286,9.28,9,29748,54.541727,1.283421,172.476085,#NAME?,0.279833,1.734075,6.063036,1.328628,1.765253,21.91358,7.9478,4.31452,3.63328,0.296296,4.99576,5.79054,7.72072,7.9478,2.72496,0.214286,1.053651,1.02186,383.491332,6.192668,1.283421,19.582935,#NAME?,0.279833,1.734075,118.4,7.198765,51.822222,6.080038,128,108,20,0.084746,111,119,126,128,15,0.063291,5.72,7.5,140652,118.596796,1.079287,375.035998,#NAME?,-0.0541,1.701645,0,4,2,21,66
16,27,8/28/2015 21:36,6,1,15,2,9,1,1,10.5,10.637982,113.166667,101.314117,29,0,29,1,0,8,14,29,14,1,8,7,2121,14.563653,1.991259,46.054316,-1.755283,0.795036,2.389227,29.1,8.761659,76.766667,30.108793,38,13,25,0.490196,30,32,34,38,4,0.0625,6.44,2,9159,30.26384,1.255624,95.702665,0.600587,-1.259367,2.986082,3.304014,0.994799,0.989625,30.108793,4.31452,1.47602,2.8385,0.490196,3.4062,3.63328,3.86036,4.31452,0.45416,0.0625,0.731198,0.22708,118.071706,3.436156,1.255624,10.866081,0.600587,-1.259367,2.986082,99.3,3.591657,12.9,3.616976,104,95,9,0.045226,96,99,103,104,7,0.035176,3.1,3.5,98721,99.358442,1.046715,314.198982,0.500776,0.137111,1.487578,0,4,2,21,66
17,28,8/28/2015 21:46,6,1,15,3,9,1,0,1.9,3.28126,10.766667,172.697891,9,0,9,1,0,0,4,9,4,1,2.66,0,133,3.646917,2.467838,11.532563,0.669845,1.286576,3.125175,21.9,10.365005,107.433333,47.328791,38,13,25,0.490196,15,15,31,38,16,0.347826,9.08,2,5763,24.006249,1.582921,75.914426,#NAME?,0.677885,1.744954,2.486526,1.176843,1.384959,47.328791,4.31452,1.47602,2.8385,0.490196,1.7031,1.7031,3.51974,4.31452,1.81664,0.347826,1.030943,0.22708,74.292744,2.72567,1.582921,8.619324,#NAME?,0.677885,1.744954,104.5,4.672615,21.833333,4.471402,110,95,15,0.073171,102,106,108,110,6,0.028571,3.6,2.5,109399,104.593977,1.051686,330.755196,#NAME?,-0.83692,2.742556,0,4,2,21,66
18,29,8/28/2015 21:56,6,1,15,4,9,1,0,0.4,1.264911,1.6,316.227766,4,0,4,1,0,0,0,4,0,,0.72,0,16,1.264911,3.162278,4,#NAME?,2.666667,8.111111,14.3,4.217688,17.788889,29.494319,26,12,14,0.368421,12,13,14,26,2,0.076923,2.48,1,2205,14.849242,1.750931,46.957428,1.470689,2.429972,7.348037,1.623622,0.478876,0.229322,29.494319,2.95204,1.36248,1.58956,0.368421,1.36248,1.47602,1.58956,2.95204,0.22708,0.076923,0.281579,0.11354,28.425386,1.685983,1.750931,5.331546,1.470689,2.429972,7.348037,101.2,3.583915,12.844444,3.541418,106,93,13,0.065327,100,101.5,103,106,3,0.014778,2.4,1.5,102530,101.257099,1.04684,320.203061,#NAME?,-0.995929,3.964117,0,4,2,21,66
19,30,8/28/2015 22:06,6,1,15,5,9,1,0,1.5,3.17105,10.055556,211.403307,8,0,8,1,0,0,0,8,0,,2.4,0,113,3.361547,2.379856,10.630146,#NAME?,1.520644,3.346204,17.6,8.771165,76.933333,49.836164,36,12,24,0.5,13,14,15,36,2,0.071429,6.56,1,3790,19.467922,1.849196,61.562976,#NAME?,1.478698,3.359664,1.998304,0.995878,0.991773,49.836164,4.08744,1.36248,2.72496,0.5,1.47602,1.58956,1.7031,4.08744,0.22708,0.071429,0.744822,0.11354,48.858147,2.210388,1.849196,6.98986,#NAME?,1.478698,3.359664,102,3.59011,12.888889,3.519716,107,96,11,0.054187,100,102,105,107,5,0.02439,3,2.5,104156,102.056847,1.048435,322.732087,#NAME?,-0.182241,1.90547,0,4,2,22,66
20,31,8/28/2015 22:16,6,1,15,6,9,1,0,0.9,2.84605,8.1,316.227766,9,0,9,1,0,0,0,9,0,,1.62,0,81,2.84605,3.162278,9,#NAME?,2.666667,8.111111,14.6,4.788876,22.933333,32.800521,28,12,16,0.4,13,13,14,28,1,0.037037,2.76,0.5,2338,15.29052,1.8312,48.35287,#NAME?,2.50647,7.597508,1.657684,0.543729,0.295641,32.800521,3.17912,1.36248,1.81664,0.4,1.47602,1.47602,1.58956,3.17912,0.11354,0.037037,0.31337,0.05677,30.139933,1.736086,1.8312,5.489985,#NAME?,2.50647,7.597508,99.5,5.212165,27.166667,5.238357,106,90,16,0.081633,97,101,103,106,6,0.03,4,3,99247,99.622789,1.064014,315.034919,#NAME?,-0.662543,2.377646,0,4,2,22,66
21,32,8/28/2015 22:26,6,1,15,7,9,1,1,9.4,10.51137,110.488889,111.82308,34,0,34,1,0,6.5,12,34,12,1,7.68,6,1878,13.704014,2.481025,43.335897,0.438318,1.303744,4.00214,30.3,13.976568,195.344444,46.127286,54,13,41,0.61194,13,31,40,54,27,0.509434,10.5,11,10939,33.074159,1.632695,104.589674,0.736184,0.056558,2.033363,3.440262,1.586899,2.51825,46.127286,6.13116,1.47602,4.65514,0.61194,1.47602,3.51974,4.5416,6.13116,3.06558,0.509434,1.19217,1.24894,141.018276,3.75524,1.632695,11.875112,0.736184,0.056558,2.033363,105.2,9.647107,93.066667,9.170253,127,96,31,0.139013,98,102.5,111,127,13,0.062201,7.24,5.5,111508,105.597348,1.202682,333.928136,#NAME?,1.158837,3.545547,0,4,2,22,66
22,33,8/28/2015 22:36,6,1,15,8,9,1,0,6.8,10.6854,114.177778,157.138238,30,0,30,1,0,0,10,30,10,1,8.16,0,1490,12.206556,2.457696,38.600518,0.783128,1.295655,3.251014,21.4,10.905656,118.933333,50.961009,40,13,27,0.509434,13,14,30,40,17,0.395349,9.68,1,5650,23.769729,1.682813,75.166482,1.3201,0.654202,1.737406,2.429756,1.238228,1.533209,50.961009,4.5416,1.47602,3.06558,0.509434,1.47602,1.58956,3.4062,4.5416,1.93018,0.395349,1.099067,0.11354,72.836024,2.698815,1.682813,8.534402,1.3201,0.654202,1.737406,97.5,5.739725,32.944444,5.886898,106,90,16,0.081633,92,98.5,101,106,9,0.046632,4.8,5,95359,97.651933,1.085488,308.802526,-0.241582,-0.046454,1.672534,0,4,2,22,66
23,34,8/28/2015 22:46,6,1,15,9,9,1,0,4.5,6.222718,38.722222,138.282627,15,0,15,1,0,0,9,15,9,1,5.4,0,551,7.422937,2.020763,23.473389,0.83378,0.765555,1.911008,21.6,10.731056,115.155556,49.680813,36,13,23,0.469388,13,14,34,36,21,0.446809,9.92,1,5702,23.878861,1.50761,75.511589,1.33604,0.422362,1.221729,2.452464,1.218404,1.484508,49.680813,4.08744,1.47602,2.61142,0.469388,1.47602,1.58956,3.86036,4.08744,2.38434,0.446809,1.126317,0.11354,73.506373,2.711206,1.50761,8.573586,1.33604,0.422362,1.221729,101.3,1.766981,3.122222,1.744305,104,98,6,0.029703,100,101,103,104,3,0.014778,1.36,1,102645,101.313869,1.026513,320.382584,-0.28922,-0.224184,2.46219,0,4,2,22,66
24,35,8/28/2015 22:56,6,1,15,10,9,1,0,3.4,8.099383,65.6,238.217138,25,0,25,1,0,0,0,25,0,,5.44,0,706,8.402381,2.975347,26.570661,#NAME?,2.190877,6.303738,17.2,8.508819,72.4,49.469878,36,12,24,0.5,13,13,15,36,2,0.071429,6.32,1,3610,19,1.894737,60.083276,#NAME?,1.548142,3.639274,1.952888,0.966091,0.933332,49.469878,4.08744,1.36248,2.72496,0.5,1.47602,1.47602,1.7031,4.08744,0.22708,0.071429,0.717573,0.11354,46.537707,2.15726,1.894737,6.821855,#NAME?,1.548142,3.639274,100.1,2.84605,8.1,2.843207,105,97,8,0.039604,98,99.5,102,105,4,0.02,2.32,2,100273,100.136407,1.04857,316.659123,-2.175497,0.534065,1.969319,0,4,2,22,66
25,36,8/28/2015 23:06,6,1,15,11,9,1,1,7.6,11.701852,136.933333,153.971733,37,0,37,1,0,3,10,37,10,1,8.04,3,1810,13.453624,2.750188,42.544095,0.15166,1.741027,5.061976,25.3,10.873515,118.233333,42.978321,40,13,27,0.509434,13,31.5,32,40,19,0.422222,9.84,5.5,7465,27.322152,1.464014,86.400231,#NAME?,-0.229664,1.33426,2.872562,1.234579,1.524185,42.978321,4.5416,1.47602,3.06558,0.509434,1.47602,3.57651,3.63328,4.5416,2.15726,0.422222,1.117234,0.62447,96.23379,3.102157,1.464014,9.809882,#NAME?,-0.229664,1.33426,99.3,4.854551,23.566667,4.888773,109,93,16,0.079208,94,99.5,102,109,8,0.040816,3.5,3,98817,99.40674,1.096505,314.351714,0.251659,0.446186,2.722462,0,4,2,23,66
26,37,8/28/2015 23:16,6,1,15,12,9,1,0,6.2,10.464756,109.511111,168.786382,31,0,31,1,0,0,7,31,7,1,7.48,0,1370,11.7047,2.648509,37.013511,#NAME?,1.580675,4.18494,23.6,11.452317,131.155556,48.526765,40,13,27,0.509434,13,22,32,40,19,0.422222,10.6,9,6750,25.980762,1.539601,82.158384,0.47189,0.152295,1.234882,2.679544,1.300296,1.69077,48.526765,4.5416,1.47602,3.06558,0.509434,1.47602,2.49788,3.63328,4.5416,2.15726,0.422222,1.203524,1.02186,87.016488,2.949856,1.539601,9.328263,0.47189,0.152295,1.234882,104.4,7.974961,63.6,7.638851,125,99,26,0.116071,100,100.5,107,125,7,0.033816,5.48,1.5,109566,104.673779,1.194186,331.007553,#NAME?,1.892683,5.593117,0,4,2,23,66
27,38,8/28/2015 23:26,6,1,15,13,9,1,0,8.8,14.965145,223.955556,170.058462,45,0,45,1,0,0,16,45,16,1,11.32,0,2790,16.703293,2.69408,52.820451,#NAME?,1.606363,4.397359,24.5,16.146895,260.722222,65.905694,56,12,44,0.647059,13,13,40,56,27,0.509434,14,0.5,8349,28.894636,1.938076,91.372862,#NAME?,0.822605,2.206711,2.78173,1.833318,3.361057,65.905694,6.35824,1.36248,4.99576,0.647059,1.47602,1.47602,4.5416,6.35824,3.06558,0.509434,1.58956,0.05677,107.629728,3.280697,1.938076,10.374475,#NAME?,0.822605,2.206711,103,5.416026,29.333333,5.258277,113,97,16,0.07619,99,101.5,108,113,9,0.043478,4.4,3,106354,103.128076,1.095725,326.11961,2.101165,0.623684,2.071281,0,4,2,23,66
28,39,8/28/2015 23:36,6,1,15,14,9,1,0,2.9,6.154492,37.877778,212.223879,16,0,16,1,0,0,0,16,0,,4.64,0,425,6.519202,2.454288,20.615528,0.695208,1.549075,3.478262,18.3,10.46741,109.566667,57.19896,40,12,28,0.538462,13,13,15,40,2,0.071429,7.88,0.5,4335,20.820663,1.921168,65.840717,0.654212,1.500909,3.34891,2.077782,1.18847,1.41246,57.19896,4.5416,1.36248,3.17912,0.538462,1.47602,1.47602,1.7031,4.5416,0.22708,0.071429,0.894695,0.05677,55.883922,2.363978,1.921168,7.475555,0.654212,1.500909,3.34891,99.1,4.954235,24.544444,4.999228,106,92,14,0.070707,96,97,105,106,9,0.044776,4.12,2.5,98429,99.21139,1.068426,313.733964,#NAME?,0.364775,1.787055,0,4,2,23,66
29,43,8/29/2015 0:30,7,0,16,4,9,1,0,0.7,2.213594,4.9,316.227766,7,0,7,1,0,0,0,7,0,,1.26,0,49,2.213594,3.162278,7,-0.359268,2.666667,8.111111,14.1,5.606544,31.433333,39.762722,30,12,18,0.428571,12,12,13,30,1,0.04,3.18,0,2271,15.069837,1.990731,47.65501,-0.653063,2.631837,8.001006,1.600914,0.636567,0.405218,39.762722,3.4062,1.36248,2.04372,0.428571,1.36248,1.36248,1.47602,3.4062,0.11354,0.04,0.361057,0,29.276214,1.711029,1.990731,5.41075,-0.653063,2.631837,8.001006,92.1,1.969207,3.877778,2.138119,96,89,7,0.037838,91,92,93,96,2,0.01087,1.34,1,84859,92.118945,1.042131,291.305681,#NAME?,0.406757,2.941659,1,5,3,0,66
30,44,8/29/2015 0:40,7,0,16,5,9,1,0,1.5,3.17105,10.055556,211.403307,8,0,8,1,0,0,0,8,0,,2.4,0,113,3.361547,2.379856,10.630146,0.992666,1.520644,3.346204,15.1,6.402257,40.988889,42.39905,28,10,18,0.473684,12,13,13,28,1,0.04,4.76,0.5,2649,16.275749,1.720351,51.468437,0.602373,1.383705,3.185511,1.714454,0.726912,0.528401,42.39905,3.17912,1.1354,2.04372,0.473684,1.36248,1.47602,1.47602,3.17912,0.11354,0.04,0.54045,0.05677,34.149137,1.847949,1.720351,5.843726,0.602373,1.383705,3.185511,85.2,5.202563,27.066667,6.106295,91,78,13,0.076923,81,85.5,90,91,9,0.052632,4.6,4.5,72834,85.342838,1.066287,269.87775,1.145883,-0.119969,1.369191,1,5,3,0,66
31,45,8/29/2015 0:50,7,0,16,6,9,1,0,24.6,41.976713,1762.044444,170.637045,118,0,118,1,0,0,41,118,41,1,32.84,0,21910,46.808119,2.52093,148.020269,#NAME?,1.403409,3.467505,25.8,19.164783,367.288889,74.282103,64,12,52,0.684211,12,13,36,64,24,0.5,16.16,1,9962,31.562636,2.027714,99.809819,#NAME?,0.945446,2.458552,2.929332,2.175969,4.734843,74.282103,7.26656,1.36248,5.90408,0.684211,1.36248,1.47602,4.08744,7.26656,2.72496,0.5,1.834806,0.11354,128.423445,3.583622,2.027714,11.332407,#NAME?,0.945446,2.458552,93.3,13.433375,180.455556,14.398044,117,82,35,0.175879,82,86,103,117,21,0.113514,11.76,4,88673,94.166342,1.242482,297.78012,#NAME?,0.625535,1.818339,1,5,3,0,66
